"sample_id","side_or_trapnum","watershed","date","dipteran_large","terrestrial_large","caddisfly_large","mayfly_large","stonefly_large","other_large","dipteran_small","terrestrial_small","caddisfly_small","other_small"
"ST200561","B",1,2020-06-22,NA,1,2,NA,1,NA,19,2,NA,16
"ST200562","B",1,2020-06-22,1,NA,2,NA,2,5,17,2,NA,12
"ST200563","B",1,2020-06-22,NA,NA,NA,NA,3,4,9,1,NA,7
"ST200564","B",1,2020-06-22,1,NA,1,NA,1,2,12,1,NA,12
"ST200565","B",1,2020-06-22,1,NA,2,NA,5,3,30,6,1,7
"ST200601","A",1,2020-06-29,NA,NA,1,NA,NA,4,18,NA,NA,8
"ST200602","A",1,2020-06-29,NA,1,NA,NA,1,2,29,2,NA,9
"ST200603","A",1,2020-06-29,NA,NA,NA,NA,NA,1,8,NA,NA,1
"ST200604","A",1,2020-06-29,NA,NA,5,NA,NA,3,19,3,NA,19
"ST200605","A",1,2020-06-29,1,NA,NA,NA,1,3,30,NA,NA,7
"ST200601","B",1,2020-06-29,NA,NA,NA,NA,1,5,43,1,NA,12
"ST200602","B",1,2020-06-29,NA,NA,NA,NA,NA,1,8,NA,NA,8
"ST200603","B",1,2020-06-29,2,NA,2,NA,NA,1,43,NA,NA,11
"ST200604","B",1,2020-06-29,1,1,3,NA,NA,1,4,NA,NA,2
"ST200605","B",1,2020-06-29,NA,NA,3,NA,NA,1,7,NA,NA,8
"ST200641","A",1,2020-07-06,2,3,NA,NA,NA,NA,17,NA,NA,8
"ST200642","A",1,2020-07-06,2,NA,NA,NA,NA,1,19,NA,NA,13
"ST200643","A",1,2020-07-06,2,1,NA,NA,1,NA,16,NA,NA,16
"ST200644","A",1,2020-07-06,NA,NA,NA,NA,NA,NA,21,8,NA,10
"ST200645","A",1,2020-07-06,4,NA,NA,NA,1,2,27,1,NA,17
"ST200641","B",1,2020-07-06,3,2,NA,NA,NA,1,5,NA,NA,10
"ST200642","B",1,2020-07-06,NA,NA,NA,NA,NA,2,11,NA,NA,4
"ST200643","B",1,2020-07-06,NA,NA,NA,NA,NA,NA,7,2,NA,10
"ST200644","B",1,2020-07-06,NA,NA,NA,NA,NA,NA,8,NA,NA,10
"ST200645","B",1,2020-07-06,NA,NA,NA,NA,NA,NA,9,1,NA,7
"ST200681","A",1,2020-07-13,1,NA,NA,NA,NA,NA,9,1,NA,7
"ST200682","A",1,2020-07-13,NA,1,NA,NA,1,2,15,NA,NA,10
"ST200683","A",1,2020-07-13,NA,NA,NA,NA,NA,1,4,NA,NA,5
"ST200685","A",1,2020-07-13,NA,1,NA,NA,NA,1,3,NA,NA,3
"ST200681","B",1,2020-07-13,2,2,NA,NA,NA,4,33,NA,NA,12
"ST200682","B",1,2020-07-13,1,NA,NA,NA,NA,NA,3,4,NA,4
"ST200683","B",1,2020-07-13,1,NA,NA,NA,NA,4,23,1,NA,11
"ST200685","B",1,2020-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ST200721","A",1,2020-07-20,1,NA,NA,NA,NA,NA,14,2,NA,7
"ST200722","A",1,2020-07-20,NA,4,NA,NA,NA,1,22,2,NA,17
"ST200723","A",1,2020-07-20,NA,NA,NA,NA,NA,2,15,NA,NA,9
"ST200724","A",1,2020-07-20,NA,1,NA,NA,NA,1,17,2,NA,13
"ST200725","A",1,2020-07-20,1,2,NA,NA,1,3,26,1,NA,6
"ST200721","B",1,2020-07-20,1,4,NA,NA,1,NA,17,NA,NA,14
"ST200722","B",1,2020-07-20,1,NA,NA,NA,NA,NA,5,NA,NA,6
"ST200723","B",1,2020-07-20,NA,NA,NA,NA,1,2,17,1,NA,7
"ST200724","B",1,2020-07-20,NA,NA,NA,NA,NA,1,17,NA,NA,9
"ST200725","B",1,2020-07-20,1,NA,NA,NA,NA,1,15,1,NA,7
"ST200761","A",1,2020-07-27,NA,NA,NA,NA,1,4,22,2,NA,19
"ST200762","A",1,2020-07-27,NA,NA,NA,NA,NA,3,28,1,NA,12
"ST200763","A",1,2020-07-27,1,NA,NA,NA,NA,1,11,1,NA,10
"ST200764","A",1,2020-07-27,NA,2,3,NA,NA,3,23,NA,NA,20
"ST200765","A",1,2020-07-27,NA,NA,NA,NA,NA,1,10,NA,NA,17
"ST200761","B",1,2020-07-27,NA,NA,NA,NA,NA,2,13,NA,NA,12
"ST200762","B",1,2020-07-27,NA,NA,NA,NA,NA,NA,13,NA,NA,4
"ST200763","B",1,2020-07-27,NA,NA,NA,NA,NA,NA,24,NA,NA,19
"ST200764","B",1,2020-07-27,NA,NA,1,NA,NA,2,9,NA,NA,13
"ST200765","B",1,2020-07-27,1,1,NA,NA,NA,NA,23,1,NA,25
"ST200801","A",1,2020-08-03,NA,NA,NA,NA,NA,3,20,1,NA,30
"ST200802","A",1,2020-08-03,NA,NA,NA,NA,NA,6,15,3,NA,15
"ST200803","A",1,2020-08-03,1,1,NA,NA,NA,2,17,1,NA,10
"ST200804","A",1,2020-08-03,NA,1,NA,NA,NA,2,12,NA,NA,9
"ST200805","A",1,2020-08-03,NA,NA,NA,NA,NA,2,15,2,NA,34
"ST200801","B",1,2020-08-03,NA,NA,NA,NA,NA,1,11,NA,NA,11
"ST200802","B",1,2020-08-03,1,NA,NA,NA,NA,4,7,NA,NA,15
"ST200803","B",1,2020-08-03,1,NA,NA,NA,NA,NA,16,NA,NA,15
"ST200804","B",1,2020-08-03,1,2,NA,NA,NA,NA,16,1,NA,25
"ST200805","B",1,2020-08-03,NA,NA,NA,NA,NA,1,12,NA,NA,15
"ST200841","A",1,2020-08-10,NA,NA,NA,NA,NA,NA,14,NA,NA,23
"ST200842","A",1,2020-08-10,NA,NA,1,NA,NA,NA,10,1,NA,22
"ST200843","A",1,2020-08-10,NA,NA,NA,NA,NA,2,9,NA,NA,13
"ST200844","A",1,2020-08-10,NA,2,NA,NA,NA,1,9,NA,NA,28
"ST200845","A",1,2020-08-10,1,NA,NA,NA,NA,1,14,NA,NA,31
"ST200841","B",1,2020-08-10,NA,1,NA,NA,NA,5,10,NA,NA,15
"ST200842","B",1,2020-08-10,2,NA,NA,NA,NA,1,5,NA,NA,16
"ST200843","B",1,2020-08-10,NA,NA,NA,NA,NA,2,14,1,NA,23
"ST200844","B",1,2020-08-10,NA,NA,NA,NA,NA,NA,6,NA,NA,9
"ST200845","B",1,2020-08-10,NA,NA,NA,NA,NA,2,5,NA,NA,10
"ST200881","A",1,2020-08-17,NA,NA,NA,NA,NA,11,7,NA,NA,2
"ST200882","A",1,2020-08-17,NA,NA,NA,NA,NA,4,1,NA,NA,1
"ST200883","A",1,2020-08-17,NA,1,NA,NA,NA,9,9,2,NA,5
"ST200884","A",1,2020-08-17,1,NA,NA,NA,1,10,7,4,NA,11
"ST200885","A",1,2020-08-17,2,1,NA,NA,NA,21,9,1,NA,3
"ST200916","A",1,2020-08-17,2,NA,NA,NA,NA,1,17,15,NA,17
"ST200917","A",1,2020-08-17,NA,NA,1,NA,1,NA,8,NA,NA,26
"ST200918","A",1,2020-08-17,NA,NA,NA,NA,NA,NA,8,1,NA,7
"ST200919","A",1,2020-08-17,1,3,NA,NA,NA,NA,13,2,NA,10
"ST200920","A",1,2020-08-17,1,NA,NA,NA,NA,NA,5,NA,NA,16
"ST200881","B",1,2020-08-17,NA,NA,NA,NA,NA,4,2,3,NA,NA
"ST200882","B",1,2020-08-17,1,3,NA,NA,NA,6,11,3,NA,6
"ST200883","B",1,2020-08-17,1,NA,NA,NA,NA,1,3,NA,NA,5
"ST200884","B",1,2020-08-17,NA,1,NA,NA,NA,5,8,2,NA,5
"ST200885","B",1,2020-08-17,NA,NA,NA,NA,NA,2,3,4,NA,3
"ST200916","B",1,2020-08-17,NA,NA,NA,NA,1,1,16,NA,NA,19
"ST200917","B",1,2020-08-17,NA,NA,1,NA,NA,NA,9,1,NA,9
"ST200918","B",1,2020-08-17,1,NA,2,NA,NA,NA,12,NA,NA,10
"ST200919","B",1,2020-08-17,1,2,1,NA,NA,NA,8,NA,NA,7
"ST200920","B",1,2020-08-17,NA,NA,1,NA,NA,NA,10,1,NA,12
"ST200921","A",1,2020-08-24,NA,1,NA,NA,NA,3,10,NA,NA,4
"ST200922","A",1,2020-08-24,NA,1,1,NA,NA,10,6,2,NA,6
"ST200923","A",1,2020-08-24,NA,NA,NA,NA,NA,6,5,NA,NA,3
"ST200924","A",1,2020-08-24,1,2,NA,NA,NA,10,6,NA,NA,8
"ST200925","A",1,2020-08-24,NA,NA,NA,NA,NA,8,11,NA,NA,11
"ST200956","A",1,2020-08-24,NA,NA,NA,NA,NA,NA,15,1,NA,14
"ST200957","A",1,2020-08-24,NA,NA,NA,NA,NA,NA,14,NA,NA,9
"ST200958","A",1,2020-08-24,NA,NA,NA,NA,NA,NA,6,NA,NA,8
"ST200959","A",1,2020-08-24,NA,NA,NA,NA,NA,NA,10,NA,NA,8
"ST200960","A",1,2020-08-24,NA,NA,NA,NA,NA,NA,6,NA,NA,11
"ST200921","B",1,2020-08-24,2,2,NA,NA,NA,NA,7,2,NA,6
"ST200922","B",1,2020-08-24,NA,NA,NA,NA,NA,3,5,2,NA,5
"ST200923","B",1,2020-08-24,1,1,NA,NA,NA,1,4,3,NA,4
"ST200924","B",1,2020-08-24,NA,NA,1,NA,NA,1,8,1,NA,2
"ST200925","B",1,2020-08-24,NA,NA,NA,NA,NA,NA,9,4,NA,5
"ST200956","B",1,2020-08-24,2,NA,NA,NA,NA,NA,9,1,NA,6
"ST200957","B",1,2020-08-24,NA,NA,NA,NA,NA,NA,9,NA,NA,10
"ST200958","B",1,2020-08-24,NA,NA,NA,NA,NA,NA,13,NA,NA,8
"ST200959","B",1,2020-08-24,NA,NA,1,NA,NA,NA,6,NA,NA,7
"ST200960","B",1,2020-08-24,NA,NA,NA,NA,NA,NA,9,NA,NA,3
"ST200961","A",1,2020-08-31,1,1,NA,NA,NA,NA,7,3,NA,3
"ST200962","A",1,2020-08-31,1,1,NA,NA,NA,NA,16,NA,NA,14
"ST200963","A",1,2020-08-31,2,NA,NA,NA,NA,1,4,1,NA,7
"ST200964","A",1,2020-08-31,NA,1,NA,NA,NA,1,6,3,NA,8
"ST200965","A",1,2020-08-31,2,2,NA,NA,NA,1,7,NA,NA,7
"ST200996","A",1,2020-08-31,NA,1,1,NA,NA,NA,17,NA,NA,7
"ST200997","A",1,2020-08-31,NA,NA,NA,NA,NA,NA,34,NA,NA,10
"ST200998","A",1,2020-08-31,1,NA,NA,NA,NA,1,7,NA,NA,1
"ST200999","A",1,2020-08-31,1,NA,NA,NA,NA,NA,13,NA,NA,8
"ST201000","A",1,2020-08-31,NA,NA,NA,NA,NA,NA,14,NA,NA,7
"ST200961","B",1,2020-08-31,NA,2,NA,NA,NA,2,1,NA,NA,6
"ST200962","B",1,2020-08-31,NA,1,NA,NA,NA,3,7,NA,NA,10
"ST200963","B",1,2020-08-31,1,NA,NA,NA,NA,1,6,1,NA,4
"ST200964","B",1,2020-08-31,2,NA,NA,NA,NA,2,10,NA,NA,6
"ST200965","B",1,2020-08-31,NA,NA,NA,NA,NA,2,11,2,NA,9
"ST200996","B",1,2020-08-31,1,1,1,NA,NA,1,20,1,NA,6
"ST200997","B",1,2020-08-31,NA,NA,NA,NA,NA,NA,12,NA,NA,6
"ST200998","B",1,2020-08-31,NA,NA,1,NA,NA,NA,18,NA,NA,7
"ST200999","B",1,2020-08-31,NA,NA,3,NA,NA,NA,8,1,NA,7
"ST201000","B",1,2020-08-31,NA,NA,NA,NA,NA,NA,11,NA,NA,16
"ST201001","A",1,2020-09-08,NA,NA,NA,NA,NA,1,3,1,NA,5
"ST201002","A",1,2020-09-08,NA,NA,NA,NA,NA,1,4,2,NA,9
"ST201003","A",1,2020-09-08,1,NA,NA,NA,NA,1,2,1,NA,10
"ST201004","A",1,2020-09-08,2,1,NA,NA,NA,NA,8,NA,NA,13
"ST201005","A",1,2020-09-08,NA,NA,NA,NA,NA,1,1,NA,NA,16
"ST201036","A",1,2020-09-08,NA,NA,1,NA,1,NA,39,NA,NA,15
"ST201037","A",1,2020-09-08,NA,NA,NA,NA,NA,NA,25,NA,NA,9
"ST201038","A",1,2020-09-08,1,NA,NA,NA,NA,NA,11,1,NA,4
"ST201039","A",1,2020-09-08,NA,NA,NA,NA,NA,NA,20,1,NA,7
"ST201040","A",1,2020-09-08,NA,NA,1,NA,NA,NA,7,NA,NA,17
"ST201001","B",1,2020-09-08,NA,3,NA,NA,NA,NA,6,1,NA,12
"ST201002","B",1,2020-09-08,2,NA,NA,NA,NA,2,7,1,NA,13
"ST201003","B",1,2020-09-08,NA,1,NA,NA,NA,2,11,NA,NA,16
"ST201004","B",1,2020-09-08,NA,1,NA,NA,NA,NA,6,3,NA,7
"ST201005","B",1,2020-09-08,NA,NA,NA,NA,NA,NA,1,2,NA,8
"ST201036","B",1,2020-09-08,1,NA,NA,NA,NA,NA,23,NA,NA,13
"ST201037","B",1,2020-09-08,1,1,NA,NA,NA,NA,14,1,NA,5
"ST201038","B",1,2020-09-08,NA,NA,1,NA,NA,NA,13,NA,NA,16
"ST201039","B",1,2020-09-08,NA,NA,NA,NA,NA,NA,18,NA,NA,14
"ST201040","B",1,2020-09-08,1,NA,NA,NA,NA,NA,9,NA,NA,13
"ST201041","A",1,2020-09-14,NA,NA,NA,NA,NA,NA,3,NA,NA,6
"ST201042","A",1,2020-09-14,NA,NA,NA,NA,NA,1,2,1,NA,6
"ST201043","A",1,2020-09-14,NA,NA,NA,NA,NA,NA,4,1,NA,5
"ST201044","A",1,2020-09-14,NA,NA,NA,NA,NA,NA,2,NA,NA,9
"ST201045","A",1,2020-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"ST201076","A",1,2020-09-14,NA,NA,NA,NA,NA,NA,6,NA,NA,7
"ST201077","A",1,2020-09-14,NA,NA,1,NA,NA,NA,4,NA,NA,5
"ST201078","A",1,2020-09-14,NA,NA,NA,NA,NA,NA,12,NA,NA,7
"ST201079","A",1,2020-09-14,NA,NA,NA,NA,NA,NA,9,1,NA,5
"ST201080","A",1,2020-09-14,NA,NA,1,NA,NA,1,11,NA,NA,6
"ST201041","B",1,2020-09-14,NA,NA,NA,NA,NA,NA,1,NA,NA,9
"ST201042","B",1,2020-09-14,NA,NA,NA,NA,NA,NA,1,2,NA,3
"ST201043","B",1,2020-09-14,NA,NA,NA,NA,NA,2,5,1,NA,3
"ST201044","B",1,2020-09-14,NA,1,NA,NA,NA,NA,2,NA,NA,2
"ST201045","B",1,2020-09-14,NA,NA,1,NA,NA,NA,6,NA,NA,4
"ST201076","B",1,2020-09-14,2,NA,NA,NA,NA,NA,1,NA,NA,4
"ST201077","B",1,2020-09-14,NA,NA,1,NA,NA,NA,13,NA,NA,8
"ST201078","B",1,2020-09-14,NA,1,NA,NA,NA,NA,8,NA,NA,10
"ST201079","B",1,2020-09-14,NA,NA,NA,NA,NA,NA,13,NA,NA,5
"ST201080","B",1,2020-09-14,1,NA,NA,NA,NA,NA,8,2,NA,13
"ST201081","A",1,2020-09-21,NA,1,NA,NA,NA,NA,1,NA,NA,3
"ST201082","A",1,2020-09-21,NA,NA,NA,NA,NA,NA,5,2,NA,8
"ST201083","A",1,2020-09-21,NA,NA,NA,NA,NA,NA,2,1,NA,NA
"ST201084","A",1,2020-09-21,NA,NA,NA,NA,NA,NA,2,1,NA,NA
"ST201085","A",1,2020-09-21,2,NA,NA,NA,NA,2,2,1,NA,3
"ST201116","A",1,2020-09-21,NA,NA,NA,NA,NA,NA,8,1,NA,2
"ST201117","A",1,2020-09-21,NA,2,NA,NA,NA,NA,4,NA,NA,3
"ST201118","A",1,2020-09-21,NA,NA,NA,NA,NA,NA,8,1,NA,2
"ST201119","A",1,2020-09-21,NA,1,NA,NA,NA,NA,1,NA,NA,9
"ST201120","A",1,2020-09-21,NA,NA,NA,NA,NA,NA,3,1,NA,2
"ST201081","B",1,2020-09-21,1,NA,NA,NA,NA,NA,5,1,NA,1
"ST201082","B",1,2020-09-21,NA,1,NA,NA,NA,NA,6,2,NA,2
"ST201083","B",1,2020-09-21,NA,NA,NA,NA,NA,1,1,NA,NA,4
"ST201084","B",1,2020-09-21,NA,NA,NA,NA,NA,NA,8,NA,NA,3
"ST201085","B",1,2020-09-21,NA,NA,NA,NA,NA,NA,4,1,NA,4
"ST201116","B",1,2020-09-21,2,NA,NA,NA,NA,NA,21,NA,NA,4
"ST201117","B",1,2020-09-21,NA,NA,NA,NA,NA,NA,8,NA,NA,1
"ST201118","B",1,2020-09-21,NA,NA,NA,NA,NA,NA,10,NA,NA,6
"ST201119","B",1,2020-09-21,5,1,NA,NA,NA,NA,5,1,NA,4
"ST201120","B",1,2020-09-21,1,2,NA,NA,NA,1,12,NA,NA,3
"ST201121","A",1,2020-09-28,NA,NA,NA,NA,NA,NA,8,1,NA,10
"ST201122","A",1,2020-09-28,1,NA,NA,NA,NA,1,2,NA,NA,13
"ST201123","A",1,2020-09-28,NA,NA,NA,NA,NA,1,7,2,NA,9
"ST201124","A",1,2020-09-28,NA,NA,NA,NA,NA,NA,1,1,NA,9
"ST201125","A",1,2020-09-28,1,NA,NA,NA,NA,NA,NA,1,NA,5
"ST201156","A",1,2020-09-28,NA,NA,1,NA,NA,NA,3,NA,NA,5
"ST201157","A",1,2020-09-28,NA,1,1,NA,NA,NA,39,3,NA,14
"ST201158","A",1,2020-09-28,NA,1,NA,NA,NA,NA,7,NA,1,5
"ST201159","A",1,2020-09-28,1,NA,NA,NA,NA,NA,16,NA,NA,4
"ST201160","A",1,2020-09-28,NA,NA,NA,NA,NA,NA,10,1,NA,7
"ST201121","B",1,2020-09-28,1,1,NA,NA,NA,2,6,NA,NA,10
"ST201122","B",1,2020-09-28,NA,NA,NA,NA,NA,NA,4,2,NA,10
"ST201123","B",1,2020-09-28,NA,NA,NA,NA,NA,NA,1,1,NA,9
"ST201124","B",1,2020-09-28,1,3,NA,NA,NA,1,2,1,NA,4
"ST201125","B",1,2020-09-28,NA,NA,NA,NA,NA,NA,1,1,NA,6
"ST201156","B",1,2020-09-28,NA,2,NA,NA,NA,NA,13,NA,NA,7
"ST201157","B",1,2020-09-28,NA,NA,NA,NA,NA,NA,34,NA,NA,5
"ST201158","B",1,2020-09-28,2,1,1,NA,NA,NA,6,NA,NA,6
"ST201159","B",1,2020-09-28,NA,2,NA,NA,NA,NA,57,NA,NA,NA
"ST201160","B",1,2020-09-28,1,NA,NA,NA,NA,NA,11,1,NA,8
"ST201161","A",1,2020-10-05,2,1,NA,NA,NA,1,8,4,NA,4
"ST201162","A",1,2020-10-05,NA,NA,NA,NA,NA,NA,4,1,NA,1
"ST201163","A",1,2020-10-05,2,NA,NA,NA,NA,NA,5,3,NA,3
"ST201164","A",1,2020-10-05,1,NA,NA,NA,NA,NA,2,4,NA,4
"ST201165","A",1,2020-10-05,1,NA,NA,NA,NA,NA,8,1,NA,2
"ST201196","A",1,2020-10-05,NA,NA,1,NA,NA,NA,10,NA,NA,NA
"ST201197","A",1,2020-10-05,1,NA,NA,NA,NA,NA,3,NA,NA,7
"ST201198","A",1,2020-10-05,NA,NA,NA,NA,NA,1,5,NA,NA,7
"ST201199","A",1,2020-10-05,NA,NA,NA,NA,NA,NA,5,NA,NA,5
"ST201200","A",1,2020-10-05,NA,NA,NA,NA,NA,NA,6,NA,NA,10
"ST201161","B",1,2020-10-05,2,NA,NA,NA,NA,2,7,1,NA,5
"ST201162","B",1,2020-10-05,1,NA,NA,NA,NA,1,10,2,NA,7
"ST201163","B",1,2020-10-05,NA,NA,NA,NA,NA,NA,5,3,NA,3
"ST201164","B",1,2020-10-05,2,NA,NA,NA,NA,NA,11,2,NA,6
"ST201165","B",1,2020-10-05,NA,NA,NA,NA,NA,1,5,5,NA,4
"ST201196","B",1,2020-10-05,NA,NA,NA,NA,NA,NA,10,NA,NA,6
"ST201197","B",1,2020-10-05,NA,NA,NA,NA,NA,NA,8,NA,NA,6
"ST201198","B",1,2020-10-05,NA,NA,NA,NA,NA,NA,6,NA,NA,2
"ST201199","B",1,2020-10-05,NA,NA,NA,NA,NA,NA,7,NA,NA,6
"ST201200","B",1,2020-10-05,NA,NA,NA,NA,NA,1,9,NA,NA,7
"ST201201","A",1,2020-10-12,NA,1,NA,NA,NA,NA,5,4,NA,NA
"ST201202","A",1,2020-10-12,2,NA,NA,NA,NA,NA,3,10,NA,3
"ST201203","A",1,2020-10-12,2,NA,NA,NA,NA,NA,8,6,NA,7
"ST201204","A",1,2020-10-12,1,NA,NA,NA,NA,1,3,2,NA,NA
"ST201205","A",1,2020-10-12,1,NA,NA,NA,NA,2,2,4,NA,2
"ST201236","A",1,2020-10-12,2,NA,NA,NA,NA,NA,5,NA,NA,5
"ST201237","A",1,2020-10-12,1,NA,NA,NA,NA,2,NA,NA,NA,1
"ST201238","A",1,2020-10-12,1,1,NA,NA,NA,NA,4,NA,NA,3
"ST201239","A",1,2020-10-12,1,1,NA,NA,NA,NA,7,NA,NA,6
"ST201240","A",1,2020-10-12,1,NA,NA,NA,NA,1,6,1,NA,1
"ST201201","B",1,2020-10-12,1,1,NA,NA,NA,NA,4,4,NA,1
"ST201202","B",1,2020-10-12,4,NA,NA,NA,NA,1,5,2,NA,4
"ST201203","B",1,2020-10-12,1,1,NA,NA,NA,NA,4,2,NA,4
"ST201204","B",1,2020-10-12,NA,1,NA,NA,NA,NA,6,5,NA,1
"ST201205","B",1,2020-10-12,NA,NA,NA,NA,NA,NA,3,2,NA,NA
"ST201236","B",1,2020-10-12,2,NA,NA,NA,NA,NA,7,NA,NA,4
"ST201237","B",1,2020-10-12,NA,NA,NA,NA,NA,NA,10,NA,NA,2
"ST201238","B",1,2020-10-12,1,NA,NA,NA,NA,NA,7,NA,NA,2
"ST201239","B",1,2020-10-12,NA,NA,NA,NA,NA,NA,10,NA,NA,11
"ST201240","B",1,2020-10-12,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"ST201241","A",1,2020-10-19,NA,NA,NA,NA,NA,NA,2,3,NA,3
"ST201242","A",1,2020-10-19,3,NA,NA,NA,NA,NA,4,5,NA,6
"ST201243","A",1,2020-10-19,1,NA,NA,NA,NA,NA,3,7,NA,1
"ST201244","A",1,2020-10-19,2,NA,NA,NA,NA,1,1,3,NA,3
"ST201245","A",1,2020-10-19,NA,NA,NA,NA,NA,NA,4,2,NA,1
"ST201276","A",1,2020-10-19,NA,NA,NA,NA,NA,1,6,NA,NA,1
"ST201277","A",1,2020-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"ST201278","A",1,2020-10-19,1,NA,NA,NA,NA,NA,4,1,NA,1
"ST201279","A",1,2020-10-19,2,1,NA,NA,NA,NA,3,NA,NA,1
"ST201280","A",1,2020-10-19,2,NA,NA,NA,NA,NA,1,NA,NA,3
"ST201241","B",1,2020-10-19,4,NA,NA,NA,NA,NA,3,12,NA,1
"ST201242","B",1,2020-10-19,NA,NA,NA,NA,NA,NA,8,15,NA,6
"ST201243","B",1,2020-10-19,NA,NA,NA,NA,NA,NA,6,2,NA,5
"ST201244","B",1,2020-10-19,3,NA,NA,NA,NA,NA,3,4,NA,4
"ST201245","B",1,2020-10-19,NA,NA,NA,NA,NA,1,4,10,NA,4
"ST201276","B",1,2020-10-19,NA,NA,NA,NA,NA,NA,3,NA,NA,4
"ST201277","B",1,2020-10-19,NA,NA,NA,NA,NA,NA,1,NA,NA,1
"ST201278","B",1,2020-10-19,NA,NA,NA,NA,NA,NA,2,1,NA,1
"ST201279","B",1,2020-10-19,4,NA,NA,NA,NA,1,7,NA,NA,2
"ST201280","B",1,2020-10-19,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST201281","A",1,2020-10-26,5,1,NA,NA,NA,NA,40,20,NA,10
"ST201282","A",1,2020-10-26,2,NA,NA,NA,NA,NA,4,5,1,7
"ST201283","A",1,2020-10-26,1,NA,NA,NA,NA,NA,5,3,NA,NA
"ST201284","A",1,2020-10-26,1,1,1,NA,NA,NA,13,10,NA,7
"ST201285","A",1,2020-10-26,2,2,NA,NA,NA,NA,4,3,NA,4
"ST201316","A",1,2020-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ST201317","A",1,2020-10-26,NA,NA,NA,NA,NA,NA,2,NA,NA,4
"ST201318","A",1,2020-10-26,1,NA,NA,NA,NA,NA,4,NA,NA,2
"ST201319","A",1,2020-10-26,1,NA,NA,NA,NA,NA,4,NA,NA,1
"ST201320","A",1,2020-10-26,2,NA,NA,NA,NA,NA,4,NA,NA,5
"ST201281","B",1,2020-10-26,10,NA,NA,NA,NA,NA,12,13,NA,8
"ST201282","B",1,2020-10-26,1,NA,NA,NA,NA,NA,4,11,NA,5
"ST201283","B",1,2020-10-26,2,NA,NA,NA,NA,NA,1,17,NA,3
"ST201284","B",1,2020-10-26,3,NA,NA,NA,NA,NA,4,3,NA,3
"ST201285","B",1,2020-10-26,5,NA,NA,NA,NA,NA,5,9,NA,1
"ST201316","B",1,2020-10-26,2,NA,1,NA,NA,NA,6,NA,NA,4
"ST201317","B",1,2020-10-26,NA,NA,NA,NA,NA,NA,7,NA,NA,3
"ST201318","B",1,2020-10-26,NA,NA,NA,NA,NA,NA,2,1,NA,5
"ST201319","B",1,2020-10-26,1,NA,NA,NA,NA,NA,1,NA,NA,5
"ST201320","B",1,2020-10-26,1,NA,NA,NA,NA,NA,4,NA,NA,2
"ST201321","A",1,2020-11-02,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST201322","A",1,2020-11-02,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"ST201323","A",1,2020-11-02,4,NA,NA,NA,NA,NA,5,NA,NA,NA
"ST201324","A",1,2020-11-02,3,NA,NA,NA,NA,NA,5,NA,NA,2
"ST201325","A",1,2020-11-02,1,NA,NA,NA,NA,NA,5,NA,NA,NA
"ST201357","A",1,2020-11-02,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST201358","A",1,2020-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ST201360","A",1,2020-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ST201321","B",1,2020-11-02,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"ST201322","B",1,2020-11-02,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST201323","B",1,2020-11-02,3,1,NA,NA,NA,NA,7,NA,NA,NA
"ST201324","B",1,2020-11-02,1,NA,NA,NA,NA,NA,7,NA,NA,1
"ST201325","B",1,2020-11-02,2,NA,NA,NA,NA,NA,5,NA,NA,1
"ST201356","B",1,2020-11-02,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST201357","B",1,2020-11-02,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST201359","B",1,2020-11-02,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST201360","B",1,2020-11-02,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST201361","A",1,2020-11-09,NA,1,NA,NA,NA,NA,15,10,NA,2
"ST201396","A",1,2020-11-09,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST201361","B",1,2020-11-09,NA,1,NA,NA,NA,NA,5,NA,NA,4
"ST201396","B",1,2020-11-09,1,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST201401","A",1,2020-11-16,NA,NA,NA,NA,NA,NA,1,4,NA,4
"ST201436","A",1,2020-11-16,NA,NA,NA,NA,NA,NA,1,NA,NA,1
"ST201401","B",1,2020-11-16,1,NA,NA,NA,NA,NA,1,1,NA,3
"ST201436","B",1,2020-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ST201441","A",1,2020-11-22,NA,NA,NA,NA,NA,NA,1,1,NA,NA
