Sample ID,Side/ Trap #,Watershed,Date,Dipteran_Large,Terrestrial_Large,Caddisfly_Large,Mayfly_Large,Stonefly_Large,Other_Large,Dipteran_Small,Terrestrial_Small,Caddisfly_Small,Other_Small,,month,day, year
ST201167,B,2,10/5/2020,,,,,,,26,3,,2,,10,5,2020
ST201168,A,2,10/5/2020,,,,,,,19,,,,,10,5,2020
ST201168,B,2,10/5/2020,1,,,,,,17,4,,1,,10,5,2020
ST201169,A,2,10/5/2020,,,,,,,15,2,,4,,10,5,2020
ST201169,B,2,10/5/2020,,,,,,,13,3,,2,,10,5,2020
ST201170,A,2,10/5/2020,2,,,,,,27,2,,,,10,5,2020
ST201170,B,2,10/5/2020,2,,,,,,11,1,,,,10,5,2020
ST201206,A,2,10/12/2020,1,,,,,,15,3,,,,10,12,2020
ST201206,B,2,10/12/2020,1,,,,,,19,2,,1,,10,12,2020
ST201207,A,2,10/12/2020,1,,,,,,9,,,1,,10,12,2020
ST201207,B,2,10/12/2020,1,,,,,,21,,,2,,10,12,2020
ST201208,A,2,10/12/2020,,,,,,,13,4,,4,,10,12,2020
ST201208,B,2,10/12/2020,2,,,,,,10,2,,1,,10,12,2020
ST201209,A,2,10/12/2020,1,,,,,,22,3,,,,10,12,2020
ST201209,B,2,10/12/2020,3,,,,,,17,,,3,,10,12,2020
ST201210,A,2,10/12/2020,,,,,,,13,6,,1,,10,12,2020
ST201210,B,2,10/12/2020,2,,,,,,12,1,,1,,10,12,2020
,1,3,6/18/2018,2,4,3,,4,2,55,4,,36,,6,18,2018
,2,3,6/18/2018,4,,1,,1,4,63,5,,45,,6,18,2018
,3,3,6/18/2018,1,1,,,2,5,53,5,,28,,6,18,2018
,4,3,6/18/2018,4,3,,,3,6,40,3,,48,,6,18,2018
,5,3,6/18/2018,1,3,,,2,15,48,4,,52,,6,18,2018
,6,3,6/18/2018,4,2,,,3,25,69,4,,67,,6,18,2018
,7,3,6/18/2018,,,,,,14,19,4,,30,,6,18,2018
,8,3,6/18/2018,2,2,2,,,9,38,2,,39,,6,18,2018
,9,3,6/18/2018,5,14,2,,,3,53,7,,47,,6,18,2018
,10,3,6/18/2018,3,8,,,,10,28,4,,44,,6,18,2018
,1,3,6/11/2018,2,1,2,,,5,51,1,,7,,6,11,2018
,2,3,6/11/2018,,,,,1,4,60,4,,18,,6,11,2018
,3,3,6/11/2018,,,,,2,4,48,5,,28,,6,11,2018
,4,3,6/11/2018,2,,,,,,30,4,,13,,6,11,2018
,5,3,6/11/2018,1,1,,,1,3,45,5,,15,,6,11,2018
,6,3,6/11/2018,,3,,,1,4,84,14,,12,,6,11,2018
,7,3,6/11/2018,1,1,,,,3,60,9,,10,,6,11,2018
,8,3,6/11/2018,,,,,1,3,87,9,,16,,6,11,2018
,9,3,6/11/2018,3,4,,,1,1,38,4,,18,,6,11,2018
,10,3,6/11/2018,,2,,,,4,44,5,,18,,6,11,2018
ST201246,A,2,10/19/2020,1,,,,,,4,1,,1,,10,19,2020
ST201246,B,2,10/19/2020,1,,,,,,7,1,,1,,10,19,2020
ST201247,A,2,10/19/2020,2,,,,,,10,2,,,,10,19,2020
ST201247,B,2,10/19/2020,2,,,,,1,5,2,,1,,10,19,2020
ST201248,A,2,10/19/2020,2,,,,,,9,2,,,,10,19,2020
ST201248,B,2,10/19/2020,2,,,,,1,10,1,,2,,10,19,2020
ST201249,A,2,10/19/2020,1,,,,,,14,5,,2,,10,19,2020
ST201249,B,2,10/19/2020,3,1,,,,,14,3,,3,,10,19,2020
ST201250,A,2,10/19/2020,1,,,,,,11,4,,2,,10,19,2020
ST201250,B,2,10/19/2020,,,,,,,7,,,,,10,19,2020
ST201286,A,2,10/26/2020,8,2,,,,,19,15,,5,,10,26,2020
ST201286,B,2,10/26/2020,2,2,,,,1,14,2,,4,,10,26,2020
ST201287,A,2,10/26/2020,1,,,,,,7,,,,,10,26,2020
ST201287,B,2,10/26/2020,2,,,,,,5,4,,4,,10,26,2020
ST201288,A,2,10/26/2020,,,,,,,16,1,,3,,10,26,2020
ST201288,B,2,10/26/2020,2,,,,,,7,5,,3,,10,26,2020
ST201289,A,2,10/26/2020,,,,,,,18,2,,4,,10,26,2020
ST201289,B,2,10/26/2020,5,1,,,,,14,,,4,,10,26,2020
ST201290,A,2,10/26/2020,1,,,,,,11,3,,,,10,26,2020
ST201290,B,2,10/26/2020,1,,,,,,20,2,,5,,10,26,2020
ST201326,A,2,11/2/2020,1,,,,,,6,,,,,11,2,2020
ST201326,B,2,11/2/2020,2,,,,,,6,,,,,11,2,2020
ST201327,A,2,11/2/2020,1,,,,,,1,,,,,11,2,2020
ST201327,B,2,11/2/2020,3,,,,,,3,,,,,11,2,2020
ST201328,A,2,11/2/2020,1,1,,,,,5,,,,,11,2,2020
ST201328,B,2,11/2/2020,5,1,,,,,16,,,,,11,2,2020
ST201329,A,2,11/2/2020,1,,,,,,,,,,,11,2,2020
ST201329,B,2,11/2/2020,1,,,,,,2,,,,,11,2,2020
ST201330,A,2,11/2/2020,2,,,,,,3,,,,,11,2,2020
ST201330,B,2,11/2/2020,2,1,,,,,2,,,,,11,2,2020
ST201366,A,2,11/9/2020,,,,,,,11,1,,6,,11,9,2020
ST301366,B,2,11/9/2020,,,,,,,15,,,3,,11,9,2020
ST201406,A,2,11/16/2020,1,,,,,,9,4,,2,,11,16,2020
ST201406,B,2,11/16/2020,1,,,,,,9,1,,,,11,16,2020
ST201446,A,2,11/22/2020,,,,,,,2,,,,,11,22,2020
ST201446,B,2,11/22/2020,2,,,,,,1,1,,,,11,22,2020
ST201486,A,2,11/30/2020,,,,,,,9,,,,,11,30,2020
ST201486,B,2,11/30/2020,2,,,,,,6,,,,,11,30,2020
ST201526,A,2,12/7/2020,,,,,,,3,,,,,12,7,2020
ST201526,B,2,12/7/2020,,,,,,,2,,,,,12,7,2020
ST201566,A,2,12/14/2020,,,,,,,,,,,,12,14,2020
ST201566,B,2,12/14/2020,,,,,,,1,,,,,12,14,2020
ST200046,A,2,3/23/2020,,,,,,1,,,,,,3,23,2020
ST200046,B,2,3/23/2020,,,,,,,1,,,,,3,23,2020
ST200086,A,2,3/31/2020,,,,,,1,,,,,,3,31,2020
ST200086,B,2,3/31/2020,,,,,,,2,,,,,3,31,2020
ST200126,A,2,4/6/2020,,,,,,,5,1,,1,,4,6,2020
ST200126,B,2,4/6/2020,1,,,,,,3,1,,,,4,6,2020
ST200166,A,2,4/14/2020,1,,,,,,2,2,,2,,4,14,2020
ST200166,B,2,4/14/2020,,,,,,,4,,,1,,4,14,2020
ST200167,A,2,4/14/2020,,1,,,,,1,1,,,,4,14,2020
ST200167,B,2,4/14/2020,1,1,,,,,3,,,6,,4,14,2020
ST200168,A,2,4/14/2020,,1,,,,,3,,,8,,4,14,2020
ST200168,B,2,4/14/2020,2,,,,,,,1,,1,,4,14,2020
ST200169,A,2,4/14/2020,,,,,,,9,2,,3,,4,14,2020
ST200169,B,2,4/14/2020,3,1,,,,,1,,,1,,4,14,2020
ST200170,A,2,4/14/2020,2,1,,,,,2,,,1,,4,14,2020
ST200170,B,2,4/14/2020,,,,,,,3,1,,4,,4,14,2020
ST200206,A,2,4/20/2020,,1,,,,,2,,,4,,4,20,2020
ST200206,B,2,4/20/2020,,,,,,,3,,,5,,4,20,2020
ST200207,A,2,4/20/2020,,2,,,,,2,1,,4,,4,20,2020
ST200207,B,2,4/20/2020,,3,,,,,6,,,2,,4,20,2020
ST200208,A,2,4/20/2020,1,,,,,1,14,2,,2,,4,20,2020
ST200208,B,2,4/20/2020,1,,,,,,6,2,,5,,4,20,2020
ST200209,A,2,4/20/2020,,,,,,,,,,5,,4,20,2020
ST200209,B,2,4/20/2020,1,1,,,,,3,,,4,,4,20,2020
ST200210,A,2,4/20/2020,1,3,,,,,4,1,,5,,4,20,2020
ST200210,B,2,4/20/2020,1,3,,,,1,1,,,2,,4,20,2020
ST201211,A,3,10/12/2020,1,,,,,,9,,,7,,10,12,2020
ST201211,B,3,10/12/2020,4,,,,,,27,,,13,,10,12,2020
ST201212,A,3,10/12/2020,,,,,,1,2,,,3,,10,12,2020
ST201212,B,3,10/12/2020,1,,,,,,2,,,4,,10,12,2020
ST201213,A,3,10/12/2020,,,,,,1,2,,,5,,10,12,2020
ST201213,B,3,10/12/2020,1,,,,,,11,1,,10,,10,12,2020
ST201214,A,3,10/12/2020,10,,,,,3,14,,,14,,10,12,2020
ST201214,B,3,10/12/2020,5,,, ,,,3,,,4,,10,12,2020
ST201215,A,3,10/12/2020,,,,,,1,12,,,11,,10,12,2020
ST201215,B,3,10/12/2020,4,,,,,3,3,,,3,,10,12,2020
ST201251,A,3,10/19/2020,3,,,,,,8,,,12,,10,19,2020
ST201251,B,3,10/19/2020,5,,,,,1,2,,,17,,10,19,2020
ST201252,A,3,10/19/2020,,,,,,,5,,,2,,10,19,2020
ST201252,B,3,10/19/2020,,,,,,,4,,,2,,10,19,2020
ST201253,A,3,10/19/2020,1,,,,,,8,,,3,,10,19,2020
ST201253,B,3,10/19/2020,1,,,,,2,4,,,1,,10,19,2020
ST201254,A,3,10/19/2020,1,,,,,1,3,,,1,,10,19,2020
ST201254,B,3,10/19/2020,,,,,,,19,,,5,,10,19,2020
ST201255,A,3,10/19/2020,3,,,,,,3,,,6,,10,19,2020
ST201255,B,3,10/19/2020,,,,,,,5,,,6,,10,19,2020
ST201291,A,3,10/26/2020,5,,,,,,5,,,3,,10,26,2020
ST201291,B,3,10/26/2020,5,,,,,,8,,,10,,10,26,2020
ST201292,A,3,10/26/2020,1,,,,,4,7,,,6,,10,26,2020
ST201292,B,3,10/26/2020,1,,,,,1,3,,,4,,10,26,2020
ST201293,A,3,10/26/2020,15,,,,,,8,,,22,,10,26,2020
ST201293,B,3,10/26/2020,9,,,,,,4,,,9,,10,26,2020
ST201294,A,3,10/26/2020,4,,,,,,2,,,2,,10,26,2020
ST201294,B,3,10/26/2020,,,,,,,3,,,8,,10,26,2020
ST201295,A,3,10/26/2020,,,,,,,3,,,5,,10,26,2020
ST201295,B,3,10/26/2020,4,,,,,,6,,,11,,10,26,2020
ST201331,A,3,11/2/2020,5,,,,,,2,,,,,11,2,2020
ST201331,B,3,11/2/2020,1,,,,,,2,,,1,,11,2,2020
ST201332,A,3,11/2/2020,3,,,,,1,1,,,,,11,2,2020
ST201332,B,3,11/2/2020,,,,,,1,2,,,,,11,2,2020
ST201333,A,3,11/2/2020,3,1,,,,2,,,,,,11,2,2020
ST201333,B,3,11/2/2020,1,,,,,,,,,,,11,2,2020
ST201334,A,3,11/2/2020,6,,,,,,4,,,,,11,2,2020
ST201334,B,3,11/2/2020,3,,,,,,,,,,,11,2,2020
ST201335,A,3,11/2/2020,2,,,,,,,,,,,11,2,2020
ST201335,B,3,11/2/2020,1,,,,,,,,,,,11,2,2020
ST201371,A,3,11/9/2020,14,,,,,1,7,,,7,,11,9,2020
ST201371,B,3,11/9/2020,30,,,,,1,11,,,10,,11,9,2020
ST201411,A,3,11/16/2020,2,,,,,1,2,,,2,,11,16,2020
ST201411,B,3,11/16/2020,3,2,,,,,2,,,5,,11,16,2020
ST2011451,A,3,11/22/2020,2,,,,,,1,,,,,11,22,2020
ST2011451,B,3,11/22/2020,5,,,,1,,,,,,,11,22,2020
ST201491,A,3,11/30/2020,1,,,,,,1,,,,,11,30,2020
ST201491,B,3,11/30/2020,1,,,,,,1,,,,,11,30,2020
ST201531,A,3,12/7/2020,3,,,,,,6,,,1,,12,7,2020
ST201521,B,3,12/7/2020,1,,,,,,1,,,1,,12,7,2020
ST201571,A,3,12/14/2020,1,,,,,,,,,,,12,14,2020
ST201571,B,3,0,,,,,,,,,,,,12,14,2020
ST200246,A,2,4/28/2020,3,,,,,,8,,,4,,4,28,2020
ST200246,B,2,4/28/2020,7,,,,,,22,1,,8,,4,28,2020
ST200247,A,2,4/28/2020,1,,,,,,13,12,,8,,4,28,2020
ST200247,B,2,4/28/2020,4,,,,,,27,12,,11,,4,28,2020
ST200248,A,2,4/28/2020,2,,,,,,14,3,,4,,4,28,2020
ST200248,B,2,4/28/2020,1,,,,,,14,,,7,,4,28,2020
ST200249,A,2,4/28/2020,1,,,,,,15,1,,3,,4,28,2020
ST200249,B,2,4/28/2020,1,2,,,,,5,1,,3,,4,28,2020
ST200250,A,2,4/28/2020,5,,,,,,22,6,,7,,4,28,2020
ST200250,B,2,4/28/2020,1,,,,,,19,3,,8,,4,28,2020
,1,5,5/14/2018,,,,,,2,31,3,,11,,5,14,2018
,2,5,5/14/2018,1,,,,,3,78,4,,22,,5,14,2018
,3,5,5/14/2018,1,,,,,1,143,2,,21,,5,14,2018
,4,5,5/14/2018,,,,,,1,64,1,,25,,5,14,2018
,5,5,5/14/2018,2,,,,,1,173,2,,39,,5,14,2018
,6,5,5/14/2018,,,,,,1,93,2,,54,,5,14,2018
,7,5,5/14/2018,,,,,,1,100,1,,37,,5,14,2018
,8,5,5/14/2018,,,,,,,27,,,14,,5,14,2018
,9,5,5/14/2018,,,,,,5,52,4,,27,,5,14,2018
,10,5,5/14/2018,,,,,,,19,,,10,,5,14,2018
,1,5,5/21/2018,1,,,,,,33,5,,5,,5,21,2018
,2,5,5/21/2018,1,,,,1,1,97,5,,13,,5,21,2018
,3,5,5/21/2018,,,,,,2,115,3,,18,,5,21,2018
,4,5,5/21/2018,1,,,,,,25,,,8,,5,21,2018
,5,5,5/21/2018,,,,,1,1,37,3,,14,,5,21,2018
,6,5,5/21/2018,2,,,,1,1,37,1,,11,,5,21,2018
,7,5,5/21/2018,,,,,1,1,70,3,,13,,5,21,2018
,8,5,5/21/2018,2,,,,,2,174,7,,10,,5,21,2018
,9,5,5/21/2018,,,,,1,1,106,9,,12,,5,21,2018
,10,5,5/21/2018,1,,,,4,2,118,8,,29,,5,21,2018
ST200286,A,2,5/4/2020,2,,,,,1,18,8,,20,,5,4,2020
ST200286,B,2,5/4/2020,6,,,,,,26,1,,13,,5,4,2020
ST200287,A,2,5/4/2020,1,,,,,2,33,11,,12,,5,4,2020
ST200287,B,2,5/4/2020,1,,,,,,17,,,14,,5,4,2020
ST200288,A,2,5/4/2020,,,,,,,25,2,,9,,5,4,2020
ST200288,B,2,5/4/2020,,,,,,1,27,3,,10,,5,4,2020
ST200289,A,2,5/4/2020,1,,,,,,18,3,,15,,5,4,2020
ST200289,B,2,5/4/2020,,,,,,2,21,2,,24,,5,4,2020
ST200290,A,2,5/4/2020,,,,,,,13,1,,9,,5,4,2020
ST200290,B,2,5/4/2020,1,,,,,1,17,2,,13,,5,4,2020
ST200291,A,3,5/4/2020,3,1,,,1,3,25,2,,3,,5,4,2020
ST200291,B,3,5/4/2020,7,1,,,,,28,,,7,,5,4,2020
ST200292,A,3,5/4/2020,3,1,,,,1,18,1,,2,,5,4,2020
ST200292,B,3,5/4/2020,3,,,,,,9,,,6,,5,4,2020
ST200293,A,3,5/4/2020,,,,,,1,22,,,4,,5,4,2020
ST200293,B,3,5/4/2020,1,,,,,,21,,,6,,5,4,2020
ST200294,A,3,5/4/2020,,,,,1,,18,1,,4,,5,4,2020
ST200294,B,3,5/4/2020,2,,,,,2,19,2,,8,,5,4,2020
ST200295,A,3,5/4/2020,1,,,,,,38,,,4,,5,4,2020
ST200295,B,3,5/4/2020,6,,,,,,38,3,,2,,5,4,2020
ST200331,A,3,5/12/2020,1,,,,1,,21,1,,1,,5,12,2020
ST200331,B,3,5/12/2020,4,,,,,1,39,,,3,,5,12,2020
ST200332,A,3,5/12/2020,,,,,,,14,1,,1,,5,12,2020
ST200332,B,3,5/12/2020,,,,,,,4,,,1,,5,12,2020
ST200333,A,3,5/12/2020,,,,,,,31,,,1,,5,12,2020
ST200333,B,3,5/12/2020,,,,,,,8,,,,,5,12,2020
ST200334,A,3,5/12/2020,2,,,,,,16,,,,,5,12,2020
ST200334,B,3,5/12/2020,2,,,,,2,15,1,,,,5,12,2020
ST200335,A,3,5/12/2020,,2,,,,1,3,,,,,5,12,2020
ST200335,B,3,5/12/2020,,,,,,,2,,,,,5,12,2020
ST200371,A,3,5/18/2020,,2,,,,1,44,,,13,,5,18,2020
ST200371,B,3,5/18/2020,3,1,,,,1,79,1,,7,,5,18,2020
ST200372,A,3,5/18/2020,,,,,,,9,,,11,,5,18,2020
ST200372,B,3,5/18/2020,3,,,,,,39,,,35,,5,18,2020
ST200373,A,3,5/18/2020,,,,,,,7,,,,,5,18,2020
ST200373,B,3,5/18/2020,,,,,,,5,,,,,5,18,2020
ST200374,A,3,5/18/2020,,,,,1,,71,1,,5,,5,18,2020
ST200374,B,3,5/18/2020,,,,,,,36,2,,7,,5,18,2020
ST200375,A,3,5/18/2020,1,,,,,1,157,,,24,,5,18,2020
ST200375,B,3,5/18/2020,,1,,,,1,53,,,7,,5,18,2020
ST200411,A,3,5/26/2020,2,1,,,,1,48,5,,34,,5,26,2020
ST200411,B,3,5/26/2020,1,,,,2,4,115,6,,36,,5,26,2020
ST200412,A,3,5/26/2020,1,,,,3,5,92,7,,3,,5,26,2020
ST200412,B,3,5/26/2020,1,,,,,3,68,1,,33,,5,26,2020
ST200413,A,3,5/26/2020,,,,,1,6,101,4,,18,,5,26,2020
ST200413,B,3,5/26/2020,,,,,1,,78,2,,18,,5,26,2020
ST200414,A,3,5/26/2020,,,,,1,2,105,9,,45,,5,26,2020
ST200414,B,3,5/26/2020,,,,,3,1,43,3,,32,,5,26,2020
ST200415,A,3,5/26/2020,,,,,,6,84,4,,15,,5,26,2020
ST200415,B,3,5/26/2020,1,,,,,2,57,3,,9,,5,26,2020
ST200326,A,2,5/12/2020,,1,,,,,6,2,,2,,5,12,2020
ST200326,B,2,5/12/2020,,,,,,,9,2,,8,,5,12,2020
ST200327,A,2,5/12/2020,,,,,1,,9,2,,2,,5,12,2020
ST200327,B,2,5/12/2020,,1,,,1,,19,3,,7,,5,12,2020
ST200328,A,2,5/12/2020,,,,,,,12,2,,10,,5,12,2020
ST200328,B,2,5/12/2020,,1,,,1,2,19,,,4,,5,12,2020
ST200329,A,2,5/12/2020,,,,,,,19,6,,7,,5,12,2020
ST200329,B,2,5/12/2020,,,,,,,8,1,,3,,5,12,2020
ST200330,A,2,5/12/2020,,,,,,,3,5,,7,,5,12,2020
ST200330,B,2,5/12/2020,,,,,,1,9,2,,5,,5,12,2020
ST200689,A,2,7/13/2020,3,,,,1,3,7,2,,9,,7,13,2020
ST200689,B,2,7/13/2020,1,1,,,,2,8,2,,5,,7,13,2020
ST200851,A,3,8/10/2020,6,1,4,,,2,23,1,,29,,8,10,2020
ST200851,B,3,8/10/2020,5,,,,1,1,24,2,,30,,8,10,2020
ST200852,A,3,8/10/2020,3,1,1,,2,,30,2,,23,,8,10,2020
ST200852,B,3,8/10/2020,2,2,1,,1,1,21,3,,15,,8,10,2020
ST200853,A,3,8/10/2020,3,,,,,4,15,,,33,,8,10,2020
ST200853,B,3,8/10/2020,4,1,,,2,5,19,4,,27,,8,10,2020
ST200854,A,3,8/10/2020,3,4,,,1,2,39,7,,19,,8,10,2020
ST200854,B,3,8/10/2020,3,1,,,1,2,27,,,17,,8,10,2020
ST200855,A,3,8/10/2020,3,1,3,,1,3,28,3,,13,,8,10,2020
ST200855,B,3,8/10/2020,,2,,,1,3,18,2,,7,,8,10,2020
ST200531,A,3,6/15/2020,6,2,,,1,5,78,12,,11,,6,15,2020
ST200531,B,3,6/15/2020,4,5,,,3,,56,10,,4,,6,15,2020
ST200532,A,3,6/15/2020,7,2,,,3,2,41,4,,2,,6,15,2020
ST200532,B,3,6/15/2020,13,3,,,2,1,40,3,,11,,6,15,2020
ST200533,A,3,6/15/2020,9,11,,,1,3,38,15,,9,,6,15,2020
ST200533,B,3,6/15/2020,9,12,,,3,1,17,2,1,10,,6,15,2020
ST200534,A,3,6/15/2020,9,7,1,,2,,63,5,,3,,6,15,2020
ST200534,B,3,6/15/2020,17,3,,,2,2,39,6,,4,,6,15,2020
ST200535,A,3,6/15/2020,11,3,1,,,4,58,4,,6,,6,15,2020
ST200535,B,3,6/15/2020,3,1,,,1,3,44,5,,9,,6,15,2020
ST200611,A,3,6/29/2020,6,1,1,,2,1,27,3,,9,,6,29,2020
ST200611,B,3,6/29/2020,2,1,3,,,1,19,,,13,,6,29,2020
ST200612,A,3,6/29/2020,4,10,1,1,2,3,20,7,,13,,6,29,2020
ST200612,B,3,6/29/2020,4,6,1,,,5,18,4,,11,,6,29,2020
ST200613,A,3,6/29/2020,1,1,,,3,5,19,1,,17,,6,29,2020
ST200613,B,3,6/29/2020,4,3,1,,1,4,19,4,,7,,6,29,2020
ST200614,A,3,6/29/2020,5,6,2,,1,4,21,1,2,16,,6,29,2020
ST200614,B,3,6/29/2020,3,1,4,,,4,20,,,14,,6,29,2020
ST200615,A,3,6/29/2020,7,5,,,3,2,25,6,1,6,,6,29,2020
ST200615,B,3,6/29/2020,2,3,,,1,6,23,1,1,11,,6,29,2020
ST200571,A,3,6/22/2020,12,29,6,,7,10,62,14,,9,,6,22,2020
ST200571,B,3,6/22/2020,8,15,6,,6,7,24,17,,11,,6,22,2020
ST200572,A,3,6/22/2020,11,20,6,,6,15,59,6,,20,,6,22,2020
ST200572,B,3,6/22/2020,8,10,2,,4,11,34,9,,6,,6,22,2020
ST200573,A,3,6/22/2020,10,11,,,7,8,56,21,,16,,6,22,2020
ST200573,B,3,6/22/2020,3,19,3,,1,13,22,8,,10,,6,22,2020
ST200574,A,3,6/22/2020,6,13,2,,4,10,28,6,,16,,6,22,2020
ST200574,B,3,6/22/2020,6,14,,,4,15,52,20,,25,,6,22,2020
ST200575,A,3,6/22/2020,1,20,1,,,13,33,16,,8,,6,22,2020
ST200575,B,3,6/22/2020,7,23,1,,5,9,26,38,,11,,6,22,2020
ST200526,A,2,6/15/2020,3,3,,,1,5,28,,,16,,6,15,2020
ST200526,B,2,6/15/2020,3,1,,,1,,43,7,,9,,6,15,2020
ST200527,A,2,6/15/2020,1,1,,,1,3,25,3,,23,,6,15,2020
ST200527,B,2,6/15/2020,2,,,,1,,26,,,11,,6,15,2020
ST200528,A,2,6/15/2020,2,,,,,4,24,4,,12,,6,15,2020
ST200528,B,2,6/15/2020,3,,,,2,2,25,7,,13,,6,15,2020
ST200529,A,2,6/15/2020,1,,,,,2,23,10,,9,,6,15,2020
ST200529,B,2,6/15/2020,1,1,,,,4,28,5,,9,,6,15,2020
ST200530,A,2,6/15/2020,1,1,,,,3,29,5,,4,,6,15,2020
ST200530,B,2,6/15/2020,4,1,1,,2,1,20,4,,11,,6,15,2020
ST200766,A,2,7/27/2020,,1,,,,4,4,7,,18,,7,27,2020
ST200766,B,2,7/27/2020,7,,1,,,6,25,6,,23,,7,27,2020
ST200767,A,2,7/27/2020,3,1,,,,1,16,1,,21,,7,27,2020
ST200767,B,2,7/27/2020,,,,,,2,13,,,15,,7,27,2020
ST200768,A,2,7/27/2020,,1,,,,2,28,2,,12,,7,27,2020
ST200768,B,2,7/27/2020,3,,,,,6,26,,,20,,7,27,2020
ST200769,A,2,7/27/2020,2,,,,,2,14,1,,9,,7,27,2020
ST200769,B,2,7/27/2020,3,,,,,4,18,1,,10,,7,27,2020
ST200770,A,2,7/27/2020,1,,,,,1,29,2,,15,,7,27,2020
ST200770,B,2,7/27/2020,1,1,,,,,23,2,,9,,7,27,2020
,1,5,5/29/2018,1,1,,,3,2,123,5,1,5,,5,29,2018
,2,5,5/29/2018,1,1,,,1,3,77,3,,8,,5,29,2018
,3,5,5/29/2018,3,1,,,,3,161,1,,9,,5,29,2018
,4,5,5/29/2018,1,,,,1,6,125,4,,8,,5,29,2018
,5,5,5/29/2018,1,1,,,2,3,101,3,,11,,5,29,2018
,6,5,5/29/2018,,,,,,3,69,4,,8,,5,29,2018
,7,5,5/29/2018,,,,,1,5,189,4,2,4,,5,29,2018
,8,5,5/29/2018,,,,,2,1,98,3,,6,,5,29,2018
,9,5,5/29/2018,,1,2,,1,,144,3,,13,,5,29,2018
,10,5,5/29/2018,3,,,,,,71,1,,8,,5,29,2018
ST200731,A,3,7/20/2020,3,1,3,,,4,20,2,,7,,7,20,2020
ST200731,B,3,7/20/2020,6,2,4,,1,4,25,2,,3,,7,20,2020
ST200732,A,3,7/20/2020,1,4,,,1,3,32,7,,8,,7,20,2020
ST200732,B,3,7/20/2020,5,1,1,,2,2,28,1,,4,,7,20,2020
ST200733,A,3,7/20/2020,1,1,,,3,1,15,2,1,3,,7,20,2020
ST200733,B,3,7/20/2020,5,1,,,,6,23,4,,14,,7,20,2020
ST200734,A,3,7/20/2020,3,1,2,,,3,15,,,9,,7,20,2020
ST200734,B,3,7/20/2020,6,2,3,,1,3,26,2,,12,,7,20,2020
ST200735,A,3,7/20/2020,1,3,,,,3,28,4,,8,,7,20,2020
ST200735,B,3,7/20/2020,3,2,2,,,4,25,5,,6,,7,20,2020
ST200651,A,3,7/6/2020,5,3,,,2,1,13,1,2,5,,7,6,2020
ST200651,B,3,7/6/2020,8,5,,,3,1,19,2,3,8,,7,6,2020
ST200652,A,3,7/6/2020,5,2,3,,,1,35,2,4,8,,7,6,2020
ST200652,B,3,7/6/2020,5,2,2,,,5,10,1,1,12,,7,6,2020
ST200653,A,3,7/6/2020,8,1,1,,1,2,16,7,,7,,7,6,2020
ST200653,B,3,7/6/2020,6,2,2,,,3,8,1,,6,,7,6,2020
ST200654,A,3,7/6/2020,2,4,1,,3,2,17,6,,9,,7,6,2020
ST200654,B,3,7/6/2020,3,5,1,,,2,8,4,,5,,7,6,2020
ST200655,A,3,7/6/2020,4,,,,1,1,9,5,,10,,7,6,2020
ST200655,B,3,7/6/2020,6,4,,,,2,24,3,,15,,7,6,2020
ST200771,A,3,7/27/2020,2,2,1,,,4,58,1,,9,,7,27,2020
ST200771,B,3,7/27/2020,2,,,,,5,14,3,,9,,7,27,2020
ST200772,A,3,7/27/2020,3,2,,,,2,25,3,,10,,7,27,2020
ST200772,B,3,7/27/2020,2,3,2,,1,3,19,2,,6,,7,27,2020
ST200773,A,3,7/27/2020,3,2,2,,,1,23,,,17,,7,27,2020
ST200773,B,3,7/27/2020,6,2,5,,,7,32,3,,14,,7,27,2020
ST200774,A,3,7/27/2020,1,,2,,3,4,14,2,,8,,7,27,2020
ST200774,B,3,7/27/2020,4,,2,,1,4,33,1,,33,,7,27,2020
ST200775,A,3,7/27/2020,,2,,,,3,22,8,,5,,7,27,2020
ST200775,B,3,7/27/2020,3,1,2,,2,5,24,3,,14,,7,27,2020
,1,5,8/6/2018,2,,,,,1,16,2,,3,,8,6,2018
,2,5,8/6/2018,2,,,,,3,14,,,3,,8,6,2018
,3,5,8/6/2018,1,,,,,2,23,,,2,,8,6,2018
,4,5,8/6/2018,1,,,,,3,37,,,2,,8,6,2018
,5,5,8/6/2018,3,,1,,2,1,9,3,,,,8,6,2018
,6,5,8/6/2018,1,,,,,6,10,,,2,,8,6,2018
,7,5,8/6/2018,4,,,,3,2,16,1,,,,8,6,2018
,8,5,8/6/2018,,,,,5,,8,,,2,,8,6,2018
,9,5,8/6/2018,2,,,,,3,14,2,,1,,8,6,2018
,10,5,8/6/2018,1,,,,,3,4,,,,,8,6,2018
,1,5,8/13/2018,,1,1,,1,,16,,,5,,8,13,2018
,2,5,8/13/2018,,1,1,,,1,10,1,,2,,8,13,2018
,3,5,8/13/2018,1,,,,,1,16,1,,3,,8,13,2018
,4,5,8/13/2018,,,,,,3,11,,,,,8,13,2018
,5,5,8/13/2018,1,,,,,,18,1,,,,8,13,2018
,6,5,8/13/2018,,,,,2,2,18,,,3,,8,13,2018
,7,5,8/13/2018,,,,,3,3,11,,,4,,8,13,2018
,8,5,8/13/2018,2,,,,2,,1,,,1,,8,13,2018
,9,5,8/13/2018,1,,2,,,2,4,1,,1,,8,13,2018
