side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small
8,4,2018-07-16,NA,1,1,NA,NA,3,29,1,NA,24
8,4,2018-07-23,4,4,1,NA,3,6,11,2,NA,15
8,4,2018-07-30,2,NA,NA,NA,1,2,5,NA,1,1
8,4,2018-08-06,NA,1,NA,NA,NA,6,13,NA,NA,5
8,4,2018-08-13,NA,NA,NA,NA,1,NA,10,5,NA,4
8,4,2018-08-20,2,NA,NA,NA,NA,NA,9,1,NA,1
8,4,2018-08-27,NA,NA,NA,NA,NA,NA,12,1,NA,3
8,4,2018-09-04,NA,1,NA,NA,NA,NA,7,1,NA,7
8,4,2018-09-10,1,NA,NA,NA,NA,NA,9,1,NA,1
8,4,2018-09-17,NA,NA,NA,NA,NA,NA,5,NA,NA,3
8,4,2018-09-24,NA,NA,NA,NA,NA,NA,7,NA,NA,1
8,4,2018-10-01,NA,NA,NA,NA,NA,1,8,1,NA,NA
8,4,2018-10-08,NA,NA,NA,NA,NA,NA,13,1,NA,2
8,4,2018-10-15,NA,NA,NA,NA,NA,NA,12,2,NA,1
8,4,2018-10-22,NA,NA,NA,NA,NA,NA,3,3,NA,1
8,4,2018-10-29,1,NA,NA,NA,NA,NA,2,NA,NA,NA
8,4,2018-11-05,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
8,4,2018-11-12,2,1,NA,NA,NA,NA,14,NA,NA,NA
9,4,2018-05-14,4,2,NA,NA,NA,2,60,5,NA,19
9,4,2018-05-21,6,13,NA,NA,NA,NA,35,4,NA,8
9,4,2018-05-29,3,2,NA,NA,1,3,31,NA,NA,22
9,4,2018-06-04,1,1,NA,NA,NA,2,37,9,NA,2
9,4,2018-06-11,2,2,1,NA,NA,NA,28,2,NA,4
9,4,2018-06-18,NA,1,NA,NA,NA,8,24,1,NA,7
9,4,2018-06-25,NA,1,2,NA,1,2,21,2,NA,12
9,4,2018-07-02,1,NA,3,NA,NA,7,15,NA,NA,28
9,4,2018-07-09,5,NA,NA,NA,2,5,26,2,NA,28
9,4,2018-07-16,3,2,3,NA,2,1,53,4,NA,36
9,4,2018-07-23,9,3,NA,NA,NA,4,23,NA,NA,17
9,4,2018-07-30,1,1,NA,NA,1,NA,11,NA,NA,1
9,4,2018-08-06,NA,NA,NA,NA,NA,2,9,NA,NA,3
9,4,2018-08-13,2,NA,NA,NA,NA,NA,21,3,NA,NA
9,4,2018-08-20,NA,NA,NA,NA,NA,NA,11,4,NA,NA
9,4,2018-08-27,1,NA,NA,NA,NA,NA,7,2,NA,2
9,4,2018-09-04,NA,NA,NA,NA,NA,NA,14,2,NA,1
9,4,2018-09-10,NA,1,NA,NA,NA,NA,7,3,NA,1
9,4,2018-09-17,1,NA,NA,NA,NA,NA,9,3,NA,3
9,4,2018-09-24,1,NA,NA,NA,NA,NA,1,NA,NA,NA
9,4,2018-10-01,NA,1,NA,NA,NA,NA,17,NA,NA,1
9,4,2018-10-08,NA,NA,NA,NA,NA,NA,7,3,NA,1
9,4,2018-10-15,NA,NA,1,NA,NA,NA,16,5,NA,1
9,4,2018-10-22,6,NA,NA,NA,NA,NA,101,2,NA,1
9,4,2018-10-29,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
9,4,2018-11-05,1,NA,NA,NA,NA,NA,6,NA,NA,NA
9,4,2018-11-12,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
A,4,2019-03-25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,4,2019-04-08,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,4,2019-04-15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,4,2019-04-29,5,1,NA,NA,NA,NA,3,NA,NA,3
A,4,2019-04-29,15,NA,NA,NA,NA,NA,8,NA,NA,NA
A,4,2019-04-29,9,NA,NA,NA,NA,NA,1,1,NA,1
A,4,2019-04-29,11,NA,NA,NA,NA,NA,3,NA,NA,NA
A,4,2019-04-29,4,NA,NA,NA,NA,NA,7,NA,NA,4
A,4,2019-07-22,2,NA,NA,NA,2,5,22,4,1,21
A,4,2019-07-22,3,3,NA,NA,NA,1,13,3,1,8
A,4,2019-07-22,3,NA,NA,NA,1,1,20,4,NA,10
A,4,2019-07-29,1,NA,1,NA,NA,NA,14,NA,NA,3
A,4,2019-07-29,5,NA,1,NA,NA,6,23,2,NA,8
A,4,2019-07-29,5,NA,1,NA,1,NA,25,NA,NA,8
A,4,2019-07-29,4,NA,NA,NA,NA,1,6,2,NA,1
A,4,2019-07-29,4,1,NA,NA,1,NA,10,NA,NA,5
A,4,2019-08-05,NA,2,NA,NA,NA,2,15,NA,NA,4
A,4,2019-08-05,NA,NA,2,NA,1,2,8,1,NA,3
A,4,2019-08-05,1,NA,NA,NA,NA,NA,23,NA,NA,5
A,4,2019-08-05,NA,NA,NA,NA,2,1,25,4,1,6
A,4,2019-08-05,NA,2,NA,NA,3,5,25,1,NA,1
A,4,2019-08-12,2,NA,2,NA,NA,1,12,NA,NA,2
A,4,2019-08-12,2,2,NA,NA,1,1,15,3,NA,6
A,4,2019-08-12,NA,2,NA,NA,NA,1,13,2,NA,7
A,4,2019-08-12,NA,NA,NA,NA,1,1,8,NA,NA,2
A,4,2019-08-12,NA,1,NA,NA,1,NA,19,3,NA,4
A,4,2019-08-19,1,2,NA,NA,NA,1,17,NA,NA,1
A,4,2019-08-19,NA,NA,1,NA,2,1,25,2,NA,7
A,4,2019-08-19,1,1,NA,NA,1,2,13,4,NA,NA
A,4,2019-08-19,NA,2,NA,NA,1,1,9,1,NA,1
A,4,2019-08-19,NA,1,NA,NA,1,2,11,NA,NA,1
A,4,2019-08-26,NA,3,1,NA,1,NA,26,1,NA,2
A,4,2019-08-26,NA,3,1,NA,NA,NA,18,NA,NA,3
A,4,2019-08-26,NA,2,NA,NA,NA,NA,15,1,NA,2
A,4,2019-08-26,NA,NA,1,NA,NA,3,33,2,NA,2
A,4,2019-08-26,NA,1,1,NA,1,2,34,3,NA,2
A,4,2019-09-03,NA,1,NA,NA,NA,1,11,1,NA,3
A,4,2019-09-03,NA,3,1,NA,NA,1,15,1,NA,5
A,4,2019-09-03,1,1,NA,NA,NA,NA,9,NA,NA,NA
A,4,2019-09-03,2,2,NA,NA,NA,1,18,1,NA,2
A,4,2019-09-03,1,1,NA,NA,NA,1,8,1,NA,NA
A,4,2019-09-09,NA,NA,NA,NA,NA,1,11,1,1,4
A,4,2019-09-09,NA,NA,NA,NA,NA,NA,5,1,NA,4
A,4,2019-09-09,NA,1,NA,NA,NA,NA,6,NA,NA,1
A,4,2019-09-09,NA,NA,NA,NA,NA,NA,2,NA,NA,5
A,4,2019-09-09,2,NA,NA,NA,NA,NA,8,2,NA,1
A,4,2019-09-16,NA,NA,NA,NA,NA,NA,9,NA,NA,3
A,4,2019-09-16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
A,4,2019-09-16,1,1,NA,NA,1,NA,11,2,NA,5
A,4,2019-09-16,NA,NA,1,NA,NA,NA,10,NA,NA,4
A,4,2019-09-16,1,1,NA,NA,NA,NA,7,2,NA,1
A,4,2019-09-23,1,1,1,NA,1,NA,12,NA,NA,NA
A,4,2019-09-23,NA,1,NA,NA,NA,2,12,NA,NA,NA
A,4,2019-09-23,1,4,NA,NA,NA,1,7,NA,NA,3
A,4,2019-09-23,NA,4,NA,NA,NA,NA,11,3,NA,2
A,4,2019-09-23,0,NA,NA,NA,NA,NA,7,1,NA,4
A,4,2019-09-30,NA,2,1,NA,NA,1,6,2,NA,3
A,4,2019-09-30,NA,1,NA,NA,NA,NA,6,NA,NA,NA
A,4,2019-09-30,NA,NA,NA,NA,NA,1,12,2,NA,3
A,4,2019-09-30,NA,NA,NA,NA,NA,NA,8,2,NA,1
A,4,2019-09-30,NA,NA,NA,NA,NA,NA,22,2,NA,2
A,4,2019-10-07,2,NA,NA,NA,NA,1,3,NA,NA,1
A,4,2019-10-07,1,NA,NA,NA,NA,NA,16,1,NA,3
A,4,2019-10-07,2,NA,NA,NA,NA,1,10,NA,NA,2
A,4,2019-10-07,1,NA,NA,NA,NA,NA,16,1,NA,3
A,4,2019-10-07,4,NA,NA,NA,NA,NA,11,NA,NA,2
A,4,2019-10-15,NA,3,NA,NA,NA,2,7,1,NA,4
A,4,2019-10-15,3,NA,NA,NA,NA,1,14,NA,NA,9
A,4,2019-10-15,14,NA,NA,NA,NA,3,18,2,NA,NA
A,4,2019-10-21,7,NA,NA,NA,NA,NA,17,NA,NA,2
A,4,2019-10-21,NA,NA,NA,NA,NA,NA,7,1,NA,NA
A,4,2019-10-21,NA,NA,NA,NA,NA,NA,1,NA,NA,1
A,4,2019-10-21,NA,NA,NA,NA,NA,NA,8,NA,NA,1
A,4,2019-10-28,1,NA,NA,NA,NA,NA,16,NA,NA,NA
A,4,2019-10-28,7,1,NA,NA,NA,NA,25,NA,NA,10
A,4,2019-10-28,3,NA,NA,NA,NA,NA,11,NA,NA,NA
A,4,2019-10-28,3,1,NA,NA,NA,NA,14,2,NA,6
A,4,2019-10-28,1,NA,NA,NA,NA,1,21,1,NA,6
A,4,2019-11-04,4,NA,NA,NA,1,NA,21,NA,NA,3
A,4,2019-11-04,1,NA,NA,NA,NA,NA,9,NA,NA,3
A,4,2019-11-04,NA,NA,NA,NA,NA,1,12,NA,NA,3
A,4,2019-11-04,4,NA,NA,NA,NA,NA,23,NA,NA,4
A,4,2019-11-04,1,NA,1,NA,NA,NA,18,2,NA,9
A,4,2019-11-11,3,NA,NA,NA,1,NA,NA,NA,NA,NA
A,4,2019-11-11,6,NA,NA,NA,NA,NA,1,NA,NA,NA
A,4,2019-11-11,4,NA,NA,NA,NA,NA,NA,3,NA,NA
A,4,2019-11-11,8,NA,NA,NA,NA,NA,5,NA,NA,NA
A,4,2019-11-11,6,1,NA,NA,NA,NA,2,NA,NA,NA
A,4,2019-11-18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,4,2020-06-01,7,NA,NA,NA,2,4,16,11,NA,19
A,4,2020-06-01,6,NA,NA,NA,NA,4,25,1,NA,17
A,4,2020-06-01,2,NA,NA,NA,1,2,14,NA,NA,24
A,4,2020-06-01,1,NA,NA,NA,NA,4,88,NA,NA,28
A,4,2020-06-01,2,1,NA,NA,3,5,32,4,NA,35
A,4,2020-06-08,3,NA,NA,NA,NA,NA,26,1,NA,21
A,4,2020-06-08,2,NA,NA,NA,1,4,21,5,NA,6
A,4,2020-06-08,NA,1,NA,NA,NA,2,15,1,NA,4
A,4,2020-06-08,2,1,1,NA,NA,1,16,5,NA,14
A,4,2020-06-08,1,1,1,NA,1,4,29,2,NA,17
A,4,2020-06-15,NA,2,2,NA,NA,3,23,NA,NA,4
A,4,2020-06-15,2,NA,NA,NA,2,3,24,7,NA,15
A,4,2020-06-15,3,1,NA,NA,NA,NA,8,NA,NA,6
A,4,2020-06-15,1,NA,NA,NA,2,2,15,NA,NA,8
A,4,2020-06-15,NA,3,NA,NA,1,2,21,1,NA,8
A,4,2020-06-22,1,23,NA,NA,2,6,14,28,NA,31
A,4,2020-06-22,NA,NA,NA,NA,2,3,13,2,NA,17
A,4,2020-06-22,3,5,NA,NA,4,16,48,1,NA,9
A,4,2020-06-22,1,4,NA,NA,1,8,17,18,NA,23
A,4,2020-06-22,2,7,NA,NA,3,6,16,33,NA,27
A,4,2020-06-29,2,1,NA,NA,NA,8,14,NA,NA,14
A,4,2020-06-29,NA,1,1,NA,NA,4,17,NA,NA,24
A,4,2020-06-29,3,NA,NA,NA,NA,8,26,2,NA,18
A,4,2020-06-29,NA,NA,NA,NA,NA,2,4,2,NA,22
A,4,2020-06-29,1,3,NA,NA,NA,7,20,NA,NA,23
A,4,2020-07-06,7,1,NA,NA,NA,4,12,NA,NA,15
A,4,2020-07-06,1,1,NA,NA,NA,NA,11,NA,NA,10
A,4,2020-07-06,5,NA,NA,NA,NA,1,22,NA,NA,9
A,4,2020-07-06,3,1,NA,NA,NA,5,17,NA,NA,8
A,4,2020-07-06,1,NA,NA,NA,NA,4,5,NA,NA,11
A,4,2020-07-13,NA,NA,NA,NA,NA,6,7,NA,NA,7
A,4,2020-07-13,1,NA,NA,NA,NA,NA,6,NA,NA,12
A,4,2020-07-13,1,NA,NA,NA,NA,1,1,NA,NA,4
A,4,2020-07-13,1,NA,NA,NA,NA,3,13,NA,NA,11
A,4,2020-07-13,NA,NA,NA,NA,NA,5,NA,NA,NA,1
A,4,2020-07-20,2,1,NA,NA,NA,2,7,NA,NA,10
A,4,2020-07-20,NA,NA,NA,NA,NA,NA,2,NA,NA,9
A,4,2020-07-20,NA,1,NA,NA,NA,2,21,NA,NA,7
A,4,2020-07-20,NA,4,NA,NA,NA,1,16,NA,NA,8
A,4,2020-07-20,1,NA,NA,NA,2,4,5,NA,NA,6
A,4,2020-07-27,3,NA,NA,NA,NA,6,5,NA,NA,15
A,4,2020-07-27,1,NA,NA,NA,NA,3,5,1,NA,12
A,4,2020-07-27,NA,1,NA,NA,NA,2,4,NA,NA,5
A,4,2020-07-27,2,3,NA,NA,NA,NA,7,NA,NA,14
A,4,2020-07-27,1,NA,NA,NA,NA,8,4,NA,NA,4
A,4,2020-08-03,4,2,NA,NA,NA,1,16,NA,NA,18
A,4,2020-08-03,4,2,NA,NA,NA,4,11,NA,NA,10
A,4,2020-08-03,5,3,NA,NA,NA,3,6,NA,NA,5
A,4,2020-08-03,NA,NA,NA,NA,NA,NA,5,NA,NA,7
A,4,2020-08-03,2,2,NA,NA,NA,8,3,NA,NA,8
A,4,2020-08-10,NA,NA,NA,NA,NA,5,5,NA,NA,14
A,4,2020-08-10,4,NA,NA,NA,NA,6,8,NA,NA,9
A,4,2020-08-10,3,1,NA,NA,NA,4,9,NA,NA,9
A,4,2020-08-10,NA,2,NA,NA,NA,2,10,NA,NA,9
A,4,2020-08-10,4,3,NA,NA,NA,6,11,NA,NA,19
A,4,2020-08-17,NA,4,NA,NA,1,1,8,2,NA,4
A,4,2020-08-17,NA,6,3,NA,NA,1,5,1,NA,NA
A,4,2020-08-17,NA,2,NA,1,1,3,9,4,1,6
A,4,2020-08-17,NA,2,NA,NA,NA,3,10,8,NA,6
A,4,2020-08-17,1,NA,NA,NA,NA,NA,8,2,NA,4
A,4,2020-08-24,NA,3,NA,NA,NA,NA,11,8,NA,5
A,4,2020-08-24,NA,2,NA,NA,NA,2,8,7,NA,8
A,4,2020-08-24,NA,NA,NA,NA,NA,NA,10,6,NA,1
A,4,2020-08-24,NA,5,1,NA,NA,NA,12,6,NA,11
A,4,2020-08-24,NA,1,NA,NA,NA,1,6,4,NA,8
A,4,2020-08-31,1,1,NA,NA,NA,1,4,5,NA,2
A,4,2020-08-31,1,1,NA,NA,NA,1,6,5,NA,4
A,4,2020-08-31,1,1,NA,NA,NA,1,13,7,NA,7
A,4,2020-08-31,2,1,1,NA,1,NA,13,10,NA,7
A,4,2020-08-31,3,NA,NA,NA,NA,1,9,5,NA,8
A,4,2020-09-08,NA,NA,NA,NA,1,NA,7,12,NA,9
A,4,2020-09-08,NA,NA,NA,NA,NA,NA,9,5,NA,5
A,4,2020-09-08,NA,1,NA,NA,NA,NA,12,13,NA,13
A,4,2020-09-08,1,NA,1,NA,NA,NA,8,4,1,3
A,4,2020-09-08,1,NA,NA,NA,NA,1,4,7,NA,10
A,4,2020-09-14,NA,NA,NA,NA,NA,NA,6,4,NA,1
A,4,2020-09-14,1,3,NA,NA,NA,NA,5,4,NA,2
A,4,2020-09-14,NA,2,NA,1,NA,NA,5,6,NA,4
A,4,2020-09-14,2,1,NA,NA,NA,NA,5,8,1,6
A,4,2020-09-14,NA,NA,NA,NA,1,NA,5,6,NA,2
A,4,2020-09-21,NA,2,NA,NA,NA,NA,4,2,1,1
A,4,2020-09-21,1,1,NA,NA,NA,1,6,2,NA,3
A,4,2020-09-21,4,NA,NA,NA,NA,NA,4,3,NA,3
A,4,2020-09-21,NA,1,NA,1,NA,NA,18,9,NA,7
A,4,2020-09-21,3,1,NA,NA,NA,NA,4,7,NA,9
A,4,2020-09-28,NA,NA,NA,NA,NA,1,4,9,NA,4
A,4,2020-09-28,NA,NA,NA,NA,NA,1,8,1,NA,5
A,4,2020-09-28,1,NA,1,NA,NA,NA,8,2,NA,9
A,4,2020-09-28,4,1,NA,NA,NA,NA,6,5,NA,9
A,4,2020-09-28,1,NA,1,NA,NA,NA,14,11,NA,11
A,4,2020-10-05,NA,NA,NA,NA,NA,NA,7,4,NA,2
A,4,2020-10-05,NA,NA,NA,NA,NA,NA,18,11,NA,6
A,4,2020-10-05,NA,NA,NA,NA,NA,NA,15,11,NA,5
A,4,2020-10-05,1,2,NA,NA,NA,NA,12,14,2,3
A,4,2020-10-05,3,NA,NA,NA,2,NA,2,7,NA,12
A,4,2020-10-12,NA,NA,NA,NA,NA,NA,3,3,NA,5
A,4,2020-10-12,2,1,NA,NA,NA,NA,12,15,NA,7
A,4,2020-10-12,NA,NA,NA,NA,NA,NA,8,15,NA,4
A,4,2020-10-12,1,NA,NA,NA,NA,NA,3,6,NA,2
A,4,2020-10-12,NA,NA,NA,NA,NA,NA,3,8,NA,2
A,4,2020-10-19,1,NA,NA,NA,NA,NA,8,12,NA,4
A,4,2020-10-19,1,NA,NA,NA,NA,NA,NA,3,NA,NA
A,4,2020-10-19,NA,NA,NA,NA,NA,1,1,NA,NA,2
A,4,2020-10-19,1,1,NA,NA,NA,NA,4,4,NA,NA
A,4,2020-10-19,NA,NA,NA,NA,NA,NA,2,6,NA,4
A,4,2020-10-26,5,1,NA,NA,NA,NA,3,12,NA,5
A,4,2020-10-26,1,1,NA,NA,NA,NA,15,15,NA,5
A,4,2020-10-26,NA,NA,NA,NA,NA,NA,3,8,NA,6
A,4,2020-10-26,NA,NA,NA,NA,NA,NA,2,8,NA,3
A,4,2020-10-26,22,1,NA,NA,NA,1,31,30,NA,3
A,4,2020-11-02,1,0,0,0,0,0,2,0,0,0
A,4,2020-11-02,1,0,0,0,0,0,2,0,0,0
A,4,2020-11-02,2,0,0,0,0,0,2,0,0,0
A,4,2020-11-02,1,0,0,0,0,0,3,0,0,1
A,4,2020-11-02,2,0,0,0,0,0,0,0,0,0
A,4,2020-11-09,1,2,0,0,0,1,4,7,0,2
A,4,2020-11-16,3,0,0,0,0,0,6,2,0,7
A,4,2020-11-22,1,0,0,0,0,0,1,0,0,0
A,4,2020-11-30,3,0,0,0,0,0,1,0,0,0
A,4,2020-12-07,0,0,0,0,0,0,1,0,0,0
B,4,2019-04-08,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,4,2019-04-29,1,NA,NA,NA,NA,NA,1,NA,NA,5
B,4,2019-04-29,4,NA,NA,NA,NA,NA,3,NA,NA,NA
B,4,2019-04-29,7,1,NA,NA,NA,NA,8,NA,NA,1
B,4,2019-04-29,20,1,NA,NA,NA,NA,10,1,NA,1
B,4,2019-04-29,6,1,NA,NA,NA,2,2,NA,NA,NA
B,4,2019-07-22,1,1,1,NA,2,2,18,4,NA,7
B,4,2019-07-22,NA,3,NA,NA,1,1,33,13,NA,21
B,4,2019-07-22,NA,NA,1,NA,NA,NA,12,2,NA,1
B,4,2019-07-29,4,NA,NA,NA,NA,1,13,NA,NA,6
B,4,2019-07-29,1,1,NA,NA,1,NA,15,2,NA,4
B,4,2019-07-29,1,NA,NA,NA,1,4,8,NA,NA,2
B,4,2019-07-29,3,1,2,NA,2,NA,25,5,NA,5
B,4,2019-07-29,2,NA,NA,NA,NA,NA,14,4,NA,4
B,4,2019-08-05,1,2,NA,NA,NA,4,24,NA,NA,11
B,4,2019-08-05,NA,NA,NA,NA,NA,3,11,2,NA,2
B,4,2019-08-05,1,4,NA,NA,1,1,29,2,NA,8
B,4,2019-08-05,NA,1,NA,NA,3,1,8,NA,NA,1
B,4,2019-08-05,NA,1,NA,NA,3,5,29,4,NA,10
B,4,2019-08-12,3,2,1,NA,NA,2,20,2,NA,8
B,4,2019-08-12,NA,1,NA,NA,NA,1,29,3,NA,6
B,4,2019-08-12,1,1,3,NA,5,4,31,NA,NA,4
B,4,2019-08-12,NA,3,NA,NA,NA,3,28,2,NA,12
B,4,2019-08-12,2,NA,1,NA,1,1,30,2,NA,4
B,4,2019-08-19,NA,NA,1,NA,NA,NA,12,NA,NA,2
B,4,2019-08-19,2,NA,NA,NA,3,NA,20,2,NA,6
B,4,2019-08-19,NA,2,NA,NA,NA,1,12,NA,NA,4
B,4,2019-08-19,NA,1,NA,NA,NA,1,11,2,NA,4
B,4,2019-08-19,1,1,NA,NA,NA,1,16,2,NA,3
B,4,2019-08-26,NA,1,NA,NA,1,1,10,2,NA,1
B,4,2019-08-26,NA,NA,1,NA,NA,NA,14,1,NA,3
B,4,2019-08-26,1,4,NA,NA,NA,NA,26,5,NA,5
B,4,2019-08-26,1,NA,NA,NA,NA,4,17,1,NA,3
B,4,2019-08-26,NA,8,NA,NA,1,1,23,NA,NA,5
B,4,2019-09-03,NA,NA,NA,NA,NA,NA,9,2,NA,6
B,4,2019-09-03,1,NA,NA,NA,3,NA,15,NA,NA,6
B,4,2019-09-03,2,NA,1,NA,NA,NA,13,1,NA,3
B,4,2019-09-03,NA,1,NA,NA,NA,1,16,4,NA,4
B,4,2019-09-03,1,2,NA,NA,1,1,13,2,1,2
B,4,2019-09-09,NA,NA,NA,NA,NA,1,13,5,NA,2
B,4,2019-09-09,NA,NA,NA,NA,NA,NA,5,2,NA,1
B,4,2019-09-09,NA,NA,1,NA,NA,NA,5,4,NA,1
B,4,2019-09-09,NA,NA,1,NA,NA,NA,16,3,NA,1
B,4,2019-09-09,NA,NA,NA,NA,NA,NA,11,1,NA,2
B,4,2019-09-16,NA,NA,NA,NA,NA,NA,11,NA,NA,3
B,4,2019-09-16,NA,NA,1,NA,NA,NA,13,3,NA,1
B,4,2019-09-16,NA,NA,NA,NA,NA,NA,7,2,NA,4
B,4,2019-09-16,NA,3,NA,NA,1,4,3,NA,NA,NA
B,4,2019-09-16,NA,NA,1,NA,NA,NA,13,1,NA,2
B,4,2019-09-23,2,2,NA,NA,NA,1,5,1,NA,5
B,4,2019-09-23,NA,1,NA,NA,NA,1,13,1,NA,4
B,4,2019-09-23,NA,2,NA,NA,NA,NA,17,NA,NA,4
B,4,2019-09-23,NA,3,NA,NA,NA,NA,7,1,NA,6
B,4,2019-09-23,NA,1,NA,NA,NA,NA,9,1,NA,4
B,4,2019-09-30,1,1,NA,NA,NA,1,3,NA,NA,4
B,4,2019-09-30,NA,NA,NA,NA,NA,NA,7,1,NA,1
B,4,2019-09-30,NA,NA,NA,NA,NA,10,15,2,NA,2
B,4,2019-09-30,NA,1,NA,NA,NA,2,17,NA,NA,4
B,4,2019-09-30,NA,NA,NA,NA,NA,1,7,2,NA,1
B,4,2019-10-07,1,NA,NA,NA,NA,NA,11,NA,NA,1
B,4,2019-10-07,2,2,NA,NA,NA,NA,9,1,NA,NA
B,4,2019-10-07,3,1,NA,NA,NA,NA,11,NA,NA,2
B,4,2019-10-07,1,NA,NA,NA,NA,NA,9,2,NA,3
B,4,2019-10-07,2,NA,NA,NA,NA,NA,7,1,NA,NA
B,4,2019-10-15,7,NA,NA,NA,NA,5,13,1,NA,9
B,4,2019-10-15,NA,NA,NA,NA,NA,3,6,NA,NA,5
B,4,2019-10-15,5,NA,1,NA,NA,2,21,1,NA,9
B,4,2019-10-21,NA,NA,NA,NA,NA,NA,11,NA,NA,2
B,4,2019-10-21,4,NA,NA,NA,NA,NA,10,NA,NA,2
B,4,2019-10-21,3,NA,NA,NA,NA,1,18,2,NA,3
B,4,2019-10-21,4,NA,NA,NA,NA,1,19,1,NA,3
B,4,2019-10-28,6,NA,NA,NA,NA,NA,28,NA,NA,2
B,4,2019-10-28,1,NA,NA,NA,NA,NA,16,NA,NA,2
B,4,2019-10-28,6,NA,NA,NA,NA,NA,12,1,NA,8
B,4,2019-10-28,1,NA,NA,NA,NA,NA,7,2,NA,1
B,4,2019-10-28,6,NA,NA,NA,NA,NA,9,1,NA,1
B,4,2019-11-04,19,NA,NA,NA,NA,NA,117,6,NA,5
B,4,2019-11-04,4,NA,NA,NA,NA,NA,31,2,NA,8
B,4,2019-11-04,2,NA,NA,NA,NA,NA,21,NA,NA,6
B,4,2019-11-04,1,NA,NA,NA,NA,NA,14,NA,NA,10
B,4,2019-11-04,NA,3,NA,NA,NA,NA,19,NA,NA,2
B,4,2019-11-11,2,NA,NA,NA,NA,NA,1,NA,NA,1
B,4,2019-11-11,1,NA,NA,NA,NA,NA,2,1,NA,NA
B,4,2019-11-11,2,NA,NA,NA,NA,NA,1,NA,NA,NA
B,4,2019-11-11,4,NA,NA,NA,NA,NA,1,NA,NA,NA
B,4,2020-06-01,1,1,NA,NA,1,1,16,19,NA,12
B,4,2020-06-01,1,NA,NA,NA,1,2,81,1,NA,17
B,4,2020-06-01,2,1,NA,NA,2,3,21,NA,NA,20
B,4,2020-06-01,2,NA,NA,NA,2,3,27,8,NA,14
B,4,2020-06-01,2,NA,NA,NA,NA,2,28,8,NA,20
B,4,2020-06-08,5,1,NA,NA,NA,4,35,1,NA,16
B,4,2020-06-08,1,1,NA,NA,3,3,23,NA,NA,11
B,4,2020-06-08,2,2,NA,NA,2,2,40,NA,NA,15
B,4,2020-06-08,3,NA,NA,NA,1,2,18,1,NA,21
B,4,2020-06-08,1,NA,NA,NA,NA,3,28,1,NA,9
B,4,2020-06-15,NA,2,NA,NA,1,4,16,5,NA,5
B,4,2020-06-15,NA,7,NA,NA,3,5,11,15,NA,14
B,4,2020-06-15,NA,NA,NA,NA,NA,5,25,NA,NA,15
B,4,2020-06-15,NA,NA,NA,NA,NA,7,18,3,NA,6
B,4,2020-06-15,1,NA,NA,NA,NA,4,21,4,NA,7
B,4,2020-06-22,NA,25,1,NA,3,12,18,61,NA,29
B,4,2020-06-22,2,2,1,NA,2,16,34,7,NA,28
B,4,2020-06-22,2,1,NA,NA,3,7,20,3,NA,11
B,4,2020-06-22,6,3,1,NA,3,12,25,25,NA,18
B,4,2020-06-22,2,2,1,NA,4,5,36,27,NA,14
B,4,2020-06-29,1,NA,NA,NA,NA,8,13,NA,NA,9
B,4,2020-06-29,NA,NA,NA,NA,NA,4,10,4,NA,25
B,4,2020-06-29,NA,NA,NA,NA,NA,9,29,NA,NA,41
B,4,2020-06-29,1,NA,NA,NA,NA,8,13,1,NA,29
B,4,2020-06-29,NA,1,NA,NA,NA,6,26,4,NA,18
B,4,2020-07-06,3,2,NA,NA,NA,10,16,NA,NA,12
B,4,2020-07-06,4,NA,NA,NA,NA,3,16,NA,NA,14
B,4,2020-07-06,1,2,NA,NA,NA,3,5,NA,NA,9
B,4,2020-07-06,1,2,NA,NA,NA,2,5,NA,NA,15
B,4,2020-07-06,2,4,NA,NA,NA,3,9,NA,NA,16
B,4,2020-07-13,1,NA,NA,NA,NA,5,10,NA,NA,4
B,4,2020-07-13,3,1,NA,NA,NA,3,22,NA,NA,16
B,4,2020-07-13,NA,NA,NA,NA,NA,1,NA,NA,NA,1
B,4,2020-07-13,4,NA,NA,NA,NA,3,7,NA,NA,4
B,4,2020-07-13,NA,NA,NA,NA,NA,2,NA,NA,NA,2
B,4,2020-07-20,1,3,NA,NA,NA,4,18,NA,NA,12
B,4,2020-07-20,2,NA,1,NA,NA,4,8,NA,NA,9
B,4,2020-07-20,NA,NA,NA,NA,1,4,6,NA,NA,12
B,4,2020-07-20,4,NA,NA,NA,NA,3,14,NA,NA,6
B,4,2020-07-20,1,NA,NA,NA,NA,7,8,NA,NA,8
B,4,2020-07-27,2,4,NA,NA,NA,3,6,NA,NA,12
B,4,2020-07-27,5,1,NA,NA,NA,7,1,NA,NA,5
