sample_id,side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small,dup
ST190538,A,4,2019-07-01,NA,3,1,NA,1,6,22,2,NA,4,0
ST190538,B,4,2019-07-01,NA,2,1,NA,NA,4,28,9,NA,1,0
ST190539,A,4,2019-07-01,1,1,2,1,1,NA,38,2,NA,7,0
ST190539,B,4,2019-07-01,1,4,1,NA,1,NA,24,4,NA,7,0
ST190540,A,4,2019-07-01,1,3,NA,NA,NA,2,36,8,NA,9,0
ST190540,B,4,2019-07-01,1,NA,1,NA,3,5,70,7,NA,10,0
ST190571,A,4,2019-07-08,2,NA,1,NA,2,4,54,5,NA,3,0
ST190571,B,4,2019-07-08,2,2,6,NA,4,1,62,11,NA,18,0
ST190572,A,4,2019-07-08,NA,3,1,NA,6,2,152,8,NA,11,0
ST190572,B,4,2019-07-08,2,NA,2,NA,6,1,77,9,NA,1,0
ST190573,A,4,2019-07-08,2,1,4,NA,2,3,71,7,1,37,0
ST190573,B,4,2019-07-08,2,2,1,NA,4,5,24,4,NA,14,0
ST190574,A,4,2019-07-08,1,2,12,NA,1,NA,46,5,NA,11,0
ST190574,B,4,2019-07-08,1,1,3,NA,NA,1,70,7,NA,4,0
ST190575,A,4,2019-07-08,1,1,NA,NA,NA,1,31,5,NA,17,0
ST190575,B,4,2019-07-08,1,1,NA,NA,2,3,46,7,NA,21,0
ST190576,A,4,2019-07-08,NA,2,3,NA,1,5,30,2,NA,13,0
ST190576,B,4,2019-07-08,5,4,3,NA,4,1,47,1,NA,30,0
ST190577,A,4,2019-07-08,1,5,3,1,1,1,26,7,NA,21,0
ST190577,B,4,2019-07-08,1,6,1,NA,2,NA,25,14,NA,35,0
ST190578,A,4,2019-07-08,2,6,2,NA,2,3,38,9,1,35,0
ST190578,B,4,2019-07-08,3,10,1,NA,1,2,30,6,NA,20,0
ST190579,A,4,2019-07-08,3,2,5,NA,2,NA,30,7,NA,12,0
ST190579,B,4,2019-07-08,NA,NA,NA,1,3,1,10,3,NA,6,0
ST190580,A,4,2019-07-08,1,6,2,NA,3,3,28,7,NA,19,0
ST190580,B,4,2019-07-08,2,1,1,NA,2,5,26,8,NA,23,0
ST190611,A,4,2019-07-15,2,2,3,NA,1,1,21,7,1,7,0
ST190611,B,4,2019-07-15,2,NA,2,NA,4,1,45,9,NA,11,0
ST190612,A,4,2019-07-15,3,2,1,NA,1,NA,35,4,NA,22,0
ST190612,B,4,2019-07-15,2,2,NA,NA,1,1,43,9,1,30,0
ST190613,A,4,2019-07-15,3,NA,NA,NA,1,NA,22,4,NA,14,0
ST190613,B,4,2019-07-15,10,1,1,NA,NA,3,39,10,1,34,0
ST190614,A,4,2019-07-15,1,2,1,NA,NA,1,95,9,2,6,0
ST190614,B,4,2019-07-15,6,1,NA,NA,2,1,56,13,1,17,0
ST190615,A,4,2019-07-15,1,2,3,NA,1,2,35,12,2,12,0
ST190615,B,4,2019-07-15,2,1,1,NA,3,3,37,10,NA,4,0
ST190616,A,4,2019-07-15,3,10,NA,NA,NA,2,14,10,NA,16,0
ST190616,B,4,2019-07-15,1,6,NA,NA,NA,4,21,12,NA,40,0
ST190617,A,4,2019-07-15,1,4,NA,NA,NA,6,20,3,NA,16,0
ST190617,B,4,2019-07-15,2,6,NA,NA,1,3,29,2,NA,20,0
ST190618,A,4,2019-07-15,3,2,3,2,NA,NA,20,5,NA,33,0
ST190618,B,4,2019-07-15,NA,1,NA,NA,2,1,7,4,NA,8,0
ST190619,A,4,2019-07-15,1,5,1,3,2,NA,10,3,NA,52,0
ST190619,B,4,2019-07-15,1,2,NA,NA,1,3,25,NA,NA,38,0
ST190620,A,4,2019-07-15,3,1,1,1,NA,2,15,4,NA,20,0
ST190620,B,4,2019-07-15,2,4,NA,1,2,5,29,4,NA,36,0
ST190651,A,4,2019-07-22,1,NA,1,NA,5,2,23,7,1,4,0
ST190651,B,4,2019-07-22,2,1,3,NA,8,5,27,10,2,7,0
ST190652,A,4,2019-07-22,4,NA,2,NA,4,5,48,6,NA,11,0
ST190652,B,4,2019-07-22,5,NA,1,NA,3,5,28,7,1,2,0
ST190653,A,4,2019-07-22,3,1,NA,NA,1,1,27,11,NA,6,0
ST190653,B,4,2019-07-22,NA,3,2,NA,1,4,25,13,NA,13,0
ST190654,A,4,2019-07-22,2,NA,3,NA,1,6,54,15,NA,10,0
ST190654,B,4,2019-07-22,1,2,NA,NA,NA,5,21,12,NA,9,0
ST190655,A,4,2019-07-22,3,NA,NA,NA,NA,1,12,6,NA,3,0
ST190655,B,4,2019-07-22,4,NA,NA,NA,1,3,24,12,NA,11,0
ST190656,A,4,2019-07-22,2,2,3,NA,1,10,32,10,NA,12,0
ST190656,B,4,2019-07-22,1,7,NA,1,1,6,17,2,NA,10,0
ST190657,A,4,2019-07-22,1,NA,NA,NA,NA,2,10,NA,NA,4,0
ST190657,B,4,2019-07-22,NA,8,1,NA,2,7,18,9,NA,15,0
ST190691,A,4,2019-07-29,5,1,NA,NA,NA,2,6,4,NA,1,0
ST190691,B,4,2019-07-29,11,3,1,NA,NA,2,32,5,NA,2,0
ST190692,A,4,2019-07-29,14,1,NA,NA,NA,4,18,5,NA,1,0
ST190692,B,4,2019-07-29,5,NA,2,NA,NA,NA,16,8,NA,3,0
ST190693,A,4,2019-07-29,2,NA,1,NA,1,3,55,9,NA,NA,0
ST190693,B,4,2019-07-29,5,NA,NA,NA,1,NA,24,6,NA,2,0
ST190694,A,4,2019-07-29,8,NA,NA,NA,1,NA,25,8,NA,4,0
ST190694,B,4,2019-07-29,NA,NA,NA,NA,NA,1,32,NA,NA,1,0
ST190695,A,4,2019-07-29,NA,NA,2,NA,3,NA,20,6,NA,2,0
ST190695,B,4,2019-07-29,2,2,1,NA,NA,4,13,11,NA,4,0
ST190731,A,4,2019-08-05,NA,4,NA,NA,2,NA,30,2,NA,3,0
ST190731,B,4,2019-08-05,1,NA,1,NA,2,NA,41,6,NA,NA,0
ST190732,A,4,2019-08-05,1,1,1,NA,1,2,30,3,NA,2,0
ST190732,B,4,2019-08-05,NA,NA,NA,NA,NA,NA,10,2,NA,1,0
ST190733,A,4,2019-08-05,NA,2,3,NA,2,5,20,4,NA,1,0
ST190733,B,4,2019-08-05,NA,NA,4,NA,2,NA,35,7,NA,1,0
ST190734,A,4,2019-08-05,3,3,1,NA,3,3,17,14,NA,1,0
ST190734,B,4,2019-08-05,3,1,NA,NA,2,1,48,8,NA,4,0
ST190735,A,4,2019-08-05,NA,6,3,NA,1,1,80,12,NA,4,0
ST190735,B,4,2019-08-05,1,2,5,NA,1,1,29,1,NA,NA,0
ST190771,A,4,2019-08-12,NA,4,1,NA,5,2,55,1,NA,NA,0
ST190771,B,4,2019-08-12,1,3,NA,NA,3,NA,14,5,NA,1,0
ST190772,A,4,2019-08-12,NA,1,NA,NA,1,1,22,6,NA,1,0
ST190772,B,4,2019-08-12,NA,2,NA,NA,5,1,31,5,NA,3,0
ST190773,A,4,2019-08-12,NA,3,1,NA,1,2,40,15,NA,2,0
ST190773,B,4,2019-08-12,NA,6,1,NA,2,2,38,4,NA,3,0
ST190774,A,4,2019-08-12,4,5,1,NA,6,5,22,1,NA,4,0
ST190774,B,4,2019-08-12,NA,1,2,NA,2,2,26,8,NA,1,0
ST190775,A,4,2019-08-12,NA,9,4,NA,2,1,18,7,NA,5,0
ST190775,B,4,2019-08-12,NA,NA,NA,NA,1,2,30,2,NA,1,0
ST190811,A,4,2019-08-19,NA,1,NA,NA,2,1,18,2,NA,NA,0
ST190811,B,4,2019-08-19,1,3,1,NA,NA,NA,15,NA,NA,NA,0
ST190812,A,4,2019-08-19,1,2,1,NA,5,1,15,NA,NA,1,0
ST190812,B,4,2019-08-19,NA,NA,2,NA,7,1,10,10,NA,NA,0
ST190813,A,4,2019-08-19,2,1,NA,NA,1,NA,14,NA,NA,1,0
ST190813,B,4,2019-08-19,NA,2,1,NA,NA,NA,14,6,NA,1,0
ST190814,A,4,2019-08-19,1,2,NA,NA,1,NA,13,1,NA,1,0
ST190814,B,4,2019-08-19,NA,3,2,NA,2,1,25,NA,NA,NA,0
ST190815,A,4,2019-08-19,2,3,1,NA,NA,1,13,3,NA,1,0
ST190815,B,4,2019-08-19,1,1,NA,NA,NA,1,23,2,NA,2,0
ST190851,A,4,2019-08-26,2,8,NA,NA,NA,1,42,1,NA,NA,0
ST190851,B,4,2019-08-26,NA,3,NA,NA,2,NA,25,NA,NA,2,0
ST190852,A,4,2019-08-26,NA,9,NA,NA,NA,NA,42,NA,NA,NA,0
ST190852,B,4,2019-08-26,NA,4,NA,NA,NA,NA,24,1,NA,NA,0
ST190853,A,4,2019-08-26,NA,3,1,NA,2,2,17,2,NA,1,0
ST190853,B,4,2019-08-26,NA,3,NA,NA,6,NA,25,1,NA,NA,0
ST190854,A,4,2019-08-26,NA,NA,NA,1,NA,NA,15,1,NA,NA,0
ST190854,B,4,2019-08-26,NA,6,NA,NA,3,NA,25,NA,NA,1,0
ST190855,A,4,2019-08-26,2,NA,3,NA,3,NA,19,2,NA,NA,0
ST190855,B,4,2019-08-26,NA,1,2,NA,1,NA,20,1,NA,NA,0
ST191138,A,4,2019-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST191138,B,4,2019-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST191140,A,4,2019-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST191140,B,4,2019-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST191176,A,4,2019-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST191176,B,4,2019-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST191300,B,4,2019-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST191336,B,4,2019-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST200780,B,4,2020-07-20,5,3,NA,NA,NA,4,19,NA,NA,13,0
ST200456,A,4,NA,7,NA,NA,NA,2,4,16,11,NA,19,0
ST200456,B,4,NA,1,1,NA,NA,1,1,16,19,NA,12,0
ST200457,A,4,NA,6,NA,NA,NA,NA,4,25,1,NA,17,0
ST200457,B,4,NA,1,NA,NA,NA,1,2,81,1,NA,17,0
ST200458,A,4,NA,2,NA,NA,NA,1,2,14,NA,NA,24,0
ST200458,B,4,NA,2,1,NA,NA,2,3,21,NA,NA,20,0
ST200459,A,4,NA,1,NA,NA,NA,NA,4,88,NA,NA,28,0
ST200459,B,4,NA,2,NA,NA,NA,2,3,27,8,NA,14,0
ST200460,A,4,NA,2,1,NA,NA,3,5,32,4,NA,35,0
ST200460,B,4,NA,2,NA,NA,NA,NA,2,28,8,NA,20,0
ST200496,A,4,NA,3,NA,NA,NA,NA,NA,26,1,NA,21,0
ST200496,B,4,NA,5,1,NA,NA,NA,4,35,1,NA,16,0
ST200497,A,4,NA,2,NA,NA,NA,1,4,21,5,NA,6,0
ST200497,B,4,NA,1,1,NA,NA,3,3,23,NA,NA,11,0
ST200498,A,4,NA,NA,1,NA,NA,NA,2,15,1,NA,4,0
ST200498,B,4,NA,2,2,NA,NA,2,2,40,NA,NA,15,0
ST200499,A,4,NA,2,1,1,NA,NA,1,16,5,NA,14,0
ST200499,B,4,NA,3,NA,NA,NA,1,2,18,1,NA,21,0
ST200500,A,4,NA,1,1,1,NA,1,4,29,2,NA,17,0
ST200500,B,4,NA,1,NA,NA,NA,NA,3,28,1,NA,9,0
ST200536,A,4,NA,NA,2,2,NA,NA,3,23,NA,NA,4,0
ST200536,B,4,NA,NA,2,NA,NA,1,4,16,5,NA,5,0
ST200537,A,4,NA,2,NA,NA,NA,2,3,24,7,NA,15,0
ST200537,B,4,NA,NA,7,NA,NA,3,5,11,15,NA,14,0
ST200538,A,4,NA,3,1,NA,NA,NA,NA,8,NA,NA,6,0
ST200538,B,4,NA,NA,NA,NA,NA,NA,5,25,NA,NA,15,0
ST200539,A,4,NA,1,NA,NA,NA,2,2,15,NA,NA,8,0
ST200539,B,4,NA,NA,NA,NA,NA,NA,7,18,3,NA,6,0
ST200540,A,4,NA,NA,3,NA,NA,1,2,21,1,NA,8,0
ST200540,B,4,NA,1,NA,NA,NA,NA,4,21,4,NA,7,0
ST200576,A,4,NA,1,23,NA,NA,2,6,14,28,NA,31,0
ST200576,B,4,NA,NA,25,1,NA,3,12,18,61,NA,29,0
ST200577,A,4,NA,NA,NA,NA,NA,2,3,13,2,NA,17,0
ST200577,B,4,NA,2,2,1,NA,2,16,34,7,NA,28,0
ST200578,A,4,NA,3,5,NA,NA,4,16,48,1,NA,9,0
ST200578,B,4,NA,2,1,NA,NA,3,7,20,3,NA,11,0
ST200579,A,4,NA,1,4,NA,NA,1,8,17,18,NA,23,0
ST200579,B,4,NA,6,3,1,NA,3,12,25,25,NA,18,0
ST200580,A,4,NA,2,7,NA,NA,3,6,16,33,NA,27,0
ST200580,B,4,NA,2,2,1,NA,4,5,36,27,NA,14,0
NA,1,5,2019-04-08,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,2,5,2019-04-08,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
ST190101,A,5,2019-04-15,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0
ST190101,B,5,2019-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190141,A,5,2019-04-22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
ST190141,B,5,2019-04-22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
ST190181,A,5,2019-04-29,4,NA,NA,NA,NA,1,10,NA,NA,3,0
ST190181,B,5,2019-04-29,4,NA,NA,NA,NA,NA,3,NA,NA,3,0
ST190182,A,5,2019-04-29,3,NA,NA,NA,NA,NA,5,NA,NA,2,0
ST190182,B,5,2019-04-29,5,NA,NA,NA,NA,NA,3,NA,NA,1,0
ST190183,A,5,2019-04-29,1,NA,NA,NA,NA,1,5,NA,NA,NA,0
ST190183,B,5,2019-04-29,1,NA,NA,NA,NA,NA,10,NA,NA,NA,0
ST190184,A,5,2019-04-29,3,NA,NA,NA,NA,1,10,NA,NA,2,0
ST190184,B,5,2019-04-29,2,1,NA,NA,NA,NA,4,NA,NA,NA,0
ST190185,A,5,2019-04-29,1,NA,NA,NA,NA,NA,11,NA,NA,1,0
ST190185,B,5,2019-04-29,3,NA,NA,NA,NA,NA,31,NA,NA,6,0
NA,1,5,2019-05-06,20,NA,NA,NA,NA,2,16,NA,NA,1,0
NA,10,5,2019-05-06,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0
NA,2,5,2019-05-06,12,NA,NA,NA,NA,NA,6,NA,NA,1,0
NA,3,5,2019-05-06,5,NA,NA,NA,NA,NA,16,NA,NA,1,0
NA,4,5,2019-05-06,6,NA,NA,NA,NA,1,5,NA,NA,NA,0
NA,5,5,2019-05-06,1,NA,NA,NA,NA,NA,9,NA,NA,NA,0
NA,6,5,2019-05-06,8,1,NA,NA,NA,NA,18,2,NA,NA,0
NA,7,5,2019-05-06,8,NA,NA,NA,NA,NA,32,NA,NA,4,0
NA,8,5,2019-05-06,2,NA,NA,NA,NA,NA,15,1,NA,1,0
NA,9,5,2019-05-06,3,1,NA,NA,NA,NA,19,NA,NA,2,0
NA,1,5,2019-05-13,NA,1,NA,NA,NA,NA,25,NA,NA,3,0
NA,10,5,2019-05-13,NA,NA,NA,NA,NA,NA,12,NA,NA,3,0
NA,2,5,2019-05-13,1,NA,NA,NA,NA,1,78,NA,NA,4,0
NA,3,5,2019-05-13,2,NA,NA,NA,NA,1,85,NA,NA,5,0
NA,4,5,2019-05-13,NA,NA,NA,NA,NA,NA,26,NA,NA,2,0
NA,5,5,2019-05-13,NA,NA,NA,NA,NA,3,65,NA,NA,4,0
NA,6,5,2019-05-13,NA,NA,NA,NA,NA,1,11,NA,NA,6,0
NA,7,5,2019-05-13,NA,NA,NA,NA,NA,NA,27,NA,NA,5,0
NA,8,5,2019-05-13,2,NA,NA,NA,NA,1,83,NA,NA,5,0
NA,9,5,2019-05-13,1,NA,NA,NA,NA,NA,67,NA,NA,1,0
NA,1,5,2019-05-20,NA,NA,NA,NA,NA,NA,76,NA,NA,5,0
NA,10,5,2019-05-20,NA,NA,NA,NA,NA,NA,49,NA,NA,14,0
NA,2,5,2019-05-20,4,NA,NA,NA,NA,NA,104,NA,NA,8,0
NA,3,5,2019-05-20,12,NA,NA,NA,NA,2,112,NA,NA,4,0
NA,4,5,2019-05-20,2,NA,NA,NA,NA,1,79,NA,NA,5,0
NA,5,5,2019-05-20,8,NA,NA,NA,NA,NA,117,NA,NA,6,0
NA,6,5,2019-05-20,13,NA,NA,NA,NA,NA,118,NA,NA,7,0
NA,7,5,2019-05-20,12,NA,NA,NA,NA,1,61,NA,NA,8,0
NA,8,5,2019-05-20,21,NA,NA,NA,NA,NA,107,NA,NA,8,0
NA,9,5,2019-05-20,11,NA,NA,NA,NA,1,126,NA,NA,6,0
NA,1,5,2019-05-28,5,NA,NA,NA,NA,1,278,NA,NA,18,0
NA,10,5,2019-05-28,9,1,NA,NA,NA,1,271,NA,NA,6,0
NA,2,5,2019-05-28,3,NA,NA,NA,NA,NA,120,NA,NA,8,0
NA,3,5,2019-05-28,3,NA,NA,NA,1,3,NA,NA,NA,NA,0
NA,4,5,2019-05-28,2,NA,NA,NA,NA,1,170,NA,NA,14,0
NA,5,5,2019-05-28,3,NA,NA,NA,NA,1,263,NA,NA,17,0
NA,6,5,2019-05-28,1,1,NA,NA,NA,NA,135,NA,NA,8,0
NA,7,5,2019-05-28,5,NA,NA,NA,NA,1,242,NA,NA,11,0
NA,8,5,2019-05-28,5,NA,NA,NA,NA,NA,282,NA,NA,5,0
NA,9,5,2019-05-28,7,NA,NA,NA,NA,1,140,NA,NA,4,0
ST190381,A,5,2019-06-02,1,2,NA,NA,NA,1,33,NA,NA,NA,0
ST190381,B,5,2019-06-02,2,2,NA,NA,NA,NA,83,NA,NA,3,0
ST190382,A,5,2019-06-02,6,2,NA,NA,NA,NA,89,NA,NA,3,0
ST190382,B,5,2019-06-02,2,1,NA,NA,NA,1,66,NA,NA,6,0
ST190383,A,5,2019-06-02,4,1,NA,NA,1,NA,80,NA,NA,3,0
ST190383,B,5,2019-06-02,1,2,NA,NA,NA,1,126,1,NA,4,0
ST190384,A,5,2019-06-02,1,NA,NA,NA,NA,NA,45,NA,NA,1,0
ST190384,B,5,2019-06-02,4,2,NA,NA,2,NA,NA,NA,NA,NA,0
ST190385,A,5,2019-06-02,4,2,NA,NA,2,2,189,NA,NA,2,0
ST190385,B,5,2019-06-02,NA,NA,NA,NA,1,1,49,NA,NA,1,0
ST190421,A,5,2019-06-10,1,1,1,NA,1,4,229,NA,NA,6,0
ST190421,B,5,2019-06-10,4,NA,NA,NA,2,4,97,NA,NA,3,0
ST190422,A,5,2019-06-10,2,1,NA,NA,1,3,126,NA,NA,7,0
ST190422,B,5,2019-06-10,2,NA,NA,NA,NA,3,107,NA,NA,3,0
ST190423,A,5,2019-06-10,2,5,NA,NA,NA,6,154,NA,NA,4,0
ST190423,B,5,2019-06-10,1,7,NA,NA,1,2,138,NA,NA,1,0
ST190424,A,5,2019-06-10,2,3,NA,NA,1,3,221,NA,NA,5,0
ST190424,B,5,2019-06-10,3,8,NA,NA,1,4,270,NA,NA,2,0
ST190425,A,5,2019-06-10,1,3,NA,NA,NA,4,147,NA,NA,2,0
ST190425,B,5,2019-06-10,3,4,NA,NA,1,1,118,2,NA,3,0
ST190461,A,5,2019-06-17,NA,1,NA,NA,NA,NA,22,3,NA,NA,0
ST190461,B,5,2019-06-17,NA,1,NA,NA,4,NA,38,3,NA,NA,0
ST190462,A,5,2019-06-17,1,1,NA,NA,1,1,38,4,NA,1,0
ST190462,B,5,2019-06-17,3,2,NA,NA,NA,3,28,3,NA,1,0
ST190463,A,5,2019-06-17,1,NA,NA,NA,1,2,45,2,NA,NA,0
ST190463,B,5,2019-06-17,NA,4,NA,NA,NA,2,26,1,NA,NA,0
ST190464,A,5,2019-06-17,NA,1,NA,NA,1,1,54,1,NA,NA,0
ST190464,B,5,2019-06-17,NA,4,NA,NA,NA,1,56,5,NA,NA,0
ST190465,A,5,2019-06-17,1,4,1,NA,1,2,41,8,NA,1,0
ST190465,B,5,2019-06-17,1,2,NA,NA,NA,1,18,5,NA,NA,0
ST190501,A,5,2019-06-24,3,3,2,NA,3,3,65,2,NA,2,0
ST190501,B,5,2019-06-24,2,1,1,NA,NA,2,51,7,NA,NA,0
ST190502,A,5,2019-06-24,NA,1,NA,NA,NA,2,53,6,NA,2,0
ST190502,B,5,2019-06-24,1,NA,NA,NA,1,2,47,7,NA,1,0
ST190503,A,5,2019-06-24,NA,NA,3,NA,1,4,52,8,NA,NA,0
ST190503,B,5,2019-06-24,NA,2,6,NA,NA,3,40,2,1,NA,0
ST190504,A,5,2019-06-24,2,3,NA,NA,2,3,48,5,NA,4,0
ST190504,B,5,2019-06-24,NA,1,NA,NA,NA,1,43,4,NA,NA,0
ST190505,A,5,2019-06-24,NA,NA,1,NA,NA,2,24,9,NA,NA,0
ST190505,B,5,2019-06-24,2,4,3,NA,NA,3,46,3,NA,2,0
ST190541,A,5,2019-07-01,2,NA,1,NA,NA,2,30,8,NA,2,0
ST190541,B,5,2019-07-01,1,2,1,NA,1,3,42,5,NA,1,0
ST190542,A,5,2019-07-01,NA,1,NA,NA,2,3,42,6,NA,1,0
ST190542,B,5,2019-07-01,2,2,1,NA,NA,3,39,13,NA,2,0
ST190543,A,5,2019-07-01,1,1,9,NA,1,2,43,7,NA,NA,0
ST190543,B,5,2019-07-01,1,NA,4,NA,NA,1,35,4,NA,NA,0
ST190544,A,5,2019-07-01,1,1,NA,NA,1,2,37,8,NA,2,0
ST190544,B,5,2019-07-01,NA,1,3,NA,4,3,93,12,NA,3,0
ST190545,A,5,2019-07-01,1,NA,NA,NA,NA,1,32,14,NA,3,0
ST190545,B,5,2019-07-01,1,2,1,NA,1,1,44,6,NA,NA,0
ST190581,A,5,2019-07-08,NA,2,NA,NA,2,NA,75,11,NA,4,0
ST190581,B,5,2019-07-08,NA,3,NA,NA,1,NA,43,5,NA,4,0
ST190582,A,5,2019-07-08,NA,NA,NA,NA,2,3,60,8,1,3,0
ST190582,B,5,2019-07-08,1,2,NA,NA,3,2,48,2,NA,8,0
ST190583,A,5,2019-07-08,1,3,NA,NA,1,NA,43,8,2,4,0
ST190583,B,5,2019-07-08,1,1,3,NA,1,1,22,3,2,4,0
ST190584,A,5,2019-07-08,4,2,5,NA,3,3,56,13,NA,13,0
ST190584,B,5,2019-07-08,NA,2,3,NA,3,1,43,8,NA,4,0
ST190585,A,5,2019-07-08,1,1,3,NA,1,1,36,2,NA,2,0
ST190585,B,5,2019-07-08,1,1,2,NA,NA,NA,48,6,NA,1,0
ST190621,A,5,2019-07-15,2,1,NA,NA,NA,2,32,5,NA,3,0
ST190621,B,5,2019-07-15,1,1,1,NA,2,NA,38,8,NA,13,0
ST190622,A,5,2019-07-15,3,2,NA,NA,NA,1,27,5,NA,19,0
ST190622,B,5,2019-07-15,2,1,NA,NA,1,1,36,3,NA,9,0
ST190623,A,5,2019-07-15,2,NA,1,NA,2,NA,17,5,NA,18,0
ST190623,B,5,2019-07-15,1,2,1,NA,NA,NA,38,12,1,10,0
ST190624,A,5,2019-07-15,NA,NA,NA,NA,NA,NA,18,2,1,7,0
ST190624,B,5,2019-07-15,4,NA,1,NA,1,NA,31,7,NA,15,0
ST190625,A,5,2019-07-15,2,3,NA,NA,NA,NA,27,8,NA,13,0
ST190625,B,5,2019-07-15,2,1,1,NA,1,3,24,12,NA,9,0
ST190661,A,5,2019-07-22,1,NA,NA,NA,1,NA,25,10,NA,8,0
ST190661,B,5,2019-07-22,2,NA,NA,NA,NA,4,22,4,NA,5,0
ST190662,A,5,2019-07-22,1,1,NA,NA,1,9,16,10,NA,8,0
ST190662,B,5,2019-07-22,NA,1,1,NA,NA,3,22,6,NA,9,0
ST190663,A,5,2019-07-22,5,NA,1,NA,2,1,9,8,NA,9,0
ST190663,B,5,2019-07-22,3,2,2,NA,NA,5,25,7,NA,7,0
ST190664,A,5,2019-07-22,3,1,4,NA,2,2,26,5,NA,8,0
ST190664,B,5,2019-07-22,1,NA,2,NA,NA,1,16,3,NA,3,0
ST190665,A,5,2019-07-22,1,1,NA,NA,2,1,11,7,NA,3,0
ST190665,B,5,2019-07-22,4,2,NA,NA,1,2,15,13,NA,3,0
ST190701,A,5,2019-07-29,5,NA,NA,NA,NA,NA,14,5,NA,NA,0
ST190701,B,5,2019-07-29,NA,NA,NA,NA,1,NA,12,4,NA,3,0
ST190702,A,5,2019-07-29,1,2,NA,NA,NA,1,7,5,1,1,0
ST190702,B,5,2019-07-29,4,1,NA,NA,NA,3,28,4,NA,NA,0
ST190703,A,5,2019-07-29,5,2,1,NA,NA,NA,21,5,NA,2,0
ST190703,B,5,2019-07-29,NA,1,3,NA,NA,NA,38,6,NA,NA,0
ST190704,A,5,2019-07-29,1,3,NA,NA,NA,NA,21,4,NA,NA,0
ST190704,B,5,2019-07-29,1,1,NA,NA,NA,NA,20,4,NA,1,0
ST190705,A,5,2019-07-29,NA,3,NA,NA,NA,NA,19,2,NA,3,0
ST190705,B,5,2019-07-29,3,NA,NA,NA,NA,1,13,1,NA,NA,0
ST190741,A,5,2019-08-05,1,3,NA,NA,NA,NA,16,5,NA,1,0
ST190741,B,5,2019-08-05,1,NA,NA,NA,NA,2,15,11,NA,NA,0
ST190742,A,5,2019-08-05,1,6,NA,NA,NA,1,22,5,NA,4,0
ST190742,B,5,2019-08-05,NA,NA,NA,NA,NA,2,26,8,NA,NA,0
ST190743,A,5,2019-08-05,1,3,1,NA,NA,2,33,5,NA,4,0
ST190743,B,5,2019-08-05,NA,4,NA,1,NA,1,35,7,NA,4,0
ST190744,A,5,2019-08-05,4,6,1,NA,NA,1,33,7,NA,1,0
ST190744,B,5,2019-08-05,NA,2,1,NA,NA,1,10,7,NA,2,0
ST190745,A,5,2019-08-05,5,1,NA,NA,1,1,40,10,NA,4,0
ST190745,B,5,2019-08-05,3,7,NA,NA,NA,2,27,6,NA,4,0
ST190781,A,5,2019-08-12,2,4,NA,NA,NA,2,32,7,NA,2,0
ST190781,B,5,2019-08-12,NA,3,NA,NA,1,1,22,3,NA,2,0
ST190782,A,5,2019-08-12,NA,NA,NA,NA,1,2,10,8,NA,1,0
ST190782,B,5,2019-08-12,1,3,NA,NA,NA,1,19,5,NA,1,0
ST190783,A,5,2019-08-12,1,2,NA,NA,1,1,25,4,NA,1,0
ST190783,B,5,2019-08-12,1,NA,1,NA,NA,1,19,9,NA,1,0
ST190784,A,5,2019-08-12,NA,3,1,NA,1,1,21,3,NA,5,0
ST190784,B,5,2019-08-12,NA,9,NA,NA,2,NA,25,2,NA,3,0
ST190785,A,5,2019-08-12,3,7,NA,NA,NA,2,14,4,NA,2,0
ST190785,B,5,2019-08-12,1,3,NA,NA,NA,2,13,10,NA,5,0
ST190821,A,5,2019-08-19,NA,5,NA,NA,NA,2,7,7,NA,NA,0
ST190821,B,5,2019-08-19,NA,2,NA,NA,NA,1,4,1,NA,NA,0
ST190822,A,5,2019-08-19,4,11,1,NA,1,NA,23,3,NA,3,0
ST190822,B,5,2019-08-19,NA,NA,NA,NA,1,NA,3,1,NA,2,0
ST190823,A,5,2019-08-19,1,2,NA,NA,NA,1,10,1,NA,NA,0
ST190823,B,5,2019-08-19,NA,2,NA,NA,NA,1,21,3,NA,NA,0
ST190824,A,5,2019-08-19,1,3,NA,NA,1,2,8,3,NA,1,0
